tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000151197	ENSMUST00000151197	ENSMUSG00000000167	0	0	0	0.051436	0.067143	0	0.04701	0	0	0	0	0	0	0	0
ENSMUST00000132187	ENSMUST00000132187	ENSMUSG00000000167	0	0.238918	0.208589	0.255553	0	0	0.436777	0.367328	0.364936	0	0	0.131885	0.107057	0.284255	0.316416
ENSMUST00000155773	ENSMUST00000155773	ENSMUSG00000000167	0.742257	0.70684	0.503825	0.373808	1.097572	0.121417	0.213833	0.353991	0.560412	0.519029	0	0	0.314735	0.2642	1.506208
ENSMUST00000141366	ENSMUST00000141366	ENSMUSG00000000167	0	0	0	0	0	0	0	0.057766	0	0	0	0	0	0	0
ENSMUST00000125606	ENSMUST00000125606	ENSMUSG00000000167	0.04854	0.402494	0.111043	0.311637	0	0.096808	0.195922	0.341811	0.171335	0.064388	0.230102	0.072695	0.138634	0	0.102211
ENSMUST00000034567	ENSMUST00000034567	ENSMUSG00000000168	20.295845	17.715663	17.485331	20.383618	15.504296	17.780024	18.090494	13.592093	19.924701	17.469953	16.116875	13.747529	17.015376	17.477904	17.341608
ENSMUST00000126933	ENSMUST00000126933	ENSMUSG00000000168	2.253595	1.4383	1.128304	1.930909	1.666305	2.303377	0.959945	1.603555	1.914512	2.202504	0.189421	0.53489	2.503525	1.085051	1.783409
ENSMUST00000125919	ENSMUST00000125919	ENSMUSG00000000168	14.723528	10.975041	14.568455	16.561603	16.364807	14.264483	11.875281	8.97158	13.121885	13.620532	10.729194	9.491131	12.717043	12.937553	10.78125
ENSMUST00000132455	ENSMUST00000132455	ENSMUSG00000000168	0.690289	0.791361	0.473024	0.185994	0.832161	1.191915	0.472291	0.767623	0.925839	0.228852	0.533838	0.584002	1.166095	0.164743	1.008415
ENSMUST00000142275	ENSMUST00000142275	ENSMUSG00000000168	0	0	0.163775	0	0	0	0	0	0	0	0.224564	0	0	0	0
ENSMUST00000155417	ENSMUST00000155417	ENSMUSG00000000168	0.815673	1.220355	0.750331	1.009743	1.263538	1.245784	2.442103	0.937716	1.410351	0.188433	0	1.359838	0.926997	1.307327	1.685978
ENSMUST00000034566	ENSMUST00000034566	ENSMUSG00000032064	0.318985	0.274187	0.308118	0.826839	0.752771	0	0.217309	0.446958	1.395904	0.451144	0	0	0	0	0
ENSMUST00000141919	ENSMUST00000141919	ENSMUSG00000032064	0.544851	0.207754	0.225121	0.519197	0.335434	0.603203	0.383229	0.446945	0.608066	0.723167	0.782943	0.515821	0.777111	0.453477	0.384241
ENSMUST00000117646	ENSMUST00000117646	ENSMUSG00000032064	0.473588	0	0	0	0	1.086986	0	0	0	1.035748	0.640686	0.547521	1.633545	0.535667	0.946693
ENSMUST00000119449	ENSMUST00000119449	ENSMUSG00000032064	0	0.229689	0	0	0.784362	0	0	0	0.498468	0	0	0.399221	0	0	0
ENSMUST00000121634	ENSMUST00000121634	ENSMUSG00000032064	0.132905	0.040938	0.200057	0.07216	0.148605	0.276156	0.308631	0.254138	0	0	0.193434	0.230731	0.07036	0.11727	0.268048
ENSMUST00000124424	ENSMUST00000124424	ENSMUSG00000032064	0.044725	0	0.157858	0.116551	0.102523	0.267485	0.082348	0.199605	0.322873	0.157347	0.057072	0.155	0.161287	0.22006	0
ENSMUST00000120622	ENSMUST00000120622	ENSMUSG00000032064	0.047959	0.161479	0.207172	0	0.063088	0.449152	0	0.22896	0.054827	0.167291	0.329531	0.121212	0.187512	0.373684	0.23762
ENSMUST00000151109	ENSMUST00000151109	ENSMUSG00000032064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000149717	ENSMUST00000149717	ENSMUSG00000032064	0.449261	0	0	0	0.723208	0.565169	0	0.814096	0.635964	0.760312	1.182462	0	0.377603	0.954023	0.704632
ENSMUST00000154315	ENSMUST00000154315	ENSMUSG00000032064	0	0.130554	0.138639	0.150618	0	0	0	0.140406	0.177888	0.186938	0	0	0	0	0.494386
ENSMUST00000117093	ENSMUST00000117093	ENSMUSG00000032064	0	0	0	0.047978	0.042647	0.070659	0	0	0.195234	0.064464	0.031688	0.094813	0	0.095717	0.026172
ENSMUST00000118707	ENSMUST00000118707	ENSMUSG00000032064	0	0	0	0	0	0	0	0	0	0	0	0	0.044719	0	0
ENSMUST00000239417	ENSMUST00000239417	ENSMUSG00000032062	6.481337	0	0	12.964882	9.003703	4.563377	12.98797	6.738383	10.583433	8.621148	8.143661	7.264899	0	7.603542	0
ENSMUST00000034564	ENSMUST00000034564	ENSMUSG00000032062	7.227052	11.306642	11.941314	0.931073	3.3197	7.080685	2.755143	6.863204	3.502404	1.215067	4.138557	5.085943	9.644385	2.497245	12.996095
ENSMUST00000215877	ENSMUST00000215877	ENSMUSG00000032062	1.144345	1.047345	0.850456	1.171214	0.90182	1.501321	1.262321	1.383592	1.812558	1.042731	0.957454	1.065962	1.490922	1.321583	1.662275
ENSMUST00000042790	ENSMUST00000042790	ENSMUSG00000038086	0.23254	0.104146	0.166804	0.240272	0.311497	0.674422	0.064721	0.050469	0.217739	0.424509	0.073623	0.249966	0.592314	0.351768	0.058392
ENSMUST00000217159	ENSMUST00000217159	ENSMUSG00000038086	1.280376	0.925943	0.325999	0.932149	0.592497	1.498297	0.49231	0.315309	1.78814	2.069323	0.89015	1.076576	2.466535	1.011451	1.664948
ENSMUST00000217475	ENSMUST00000217475	ENSMUSG00000032060	0.103743	0.408092	0	0.111594	0.252841	0.638935	0.327496	0.099859	0.571103	0.103054	0.125988	0.818057	0.156498	0	0.104537
ENSMUST00000214609	ENSMUST00000214609	ENSMUSG00000032060	0.239307	0	0	0.2944	0	0.238838	0	0	0	0.169754	0	0.363721	0	0	0
ENSMUST00000034562	ENSMUST00000034562	ENSMUSG00000032060	2.182063	0.823027	1.731556	3.594326	3.268322	5.109066	0.620169	1.17317	3.676114	5.474083	3.12428	2.806933	5.197051	2.466565	2.871046
ENSMUST00000214962	ENSMUST00000214962	ENSMUSG00000032060	0	0	0	0	0	0.384581	0	0	0.295365	0	0	0	0.587893	0	1.113986
ENSMUST00000216755	ENSMUST00000216755	ENSMUSG00000032060	5.30349	2.588548	2.03987	6.420998	7.642642	7.980309	2.130095	3.704987	9.750541	11.264839	5.561011	3.484571	9.639566	6.071143	5.211737
ENSMUST00000216393	ENSMUST00000216393	ENSMUSG00000032060	0.369692	0	0	0	0	0	0.840713	0	0.971734	0	0.821197	0	0.999499	0	0.583786
ENSMUST00000042468	ENSMUST00000042468	ENSMUSG00000037971	2.029922	1.57626	1.599224	1.705039	2.473228	2.623005	1.533918	1.958059	2.265833	2.652539	2.560813	2.024938	2.605351	1.78535	1.892504
ENSMUST00000177546	ENSMUST00000177546	ENSMUSG00000037971	2.187673	1.643888	0	2.533203	3.136072	4.65321	1.661138	1.576155	2.552962	3.401336	1.033314	2.143962	1.779475	3.070101	2.53693
ENSMUST00000042576	ENSMUST00000042576	ENSMUSG00000037971	1.847946	2.274192	2.357049	3.132667	2.985589	3.854238	1.862757	1.484901	4.546967	2.783922	3.423048	1.615967	5.028832	3.203299	2.369081
ENSMUST00000176894	ENSMUST00000176894	ENSMUSG00000037971	0.318375	0.369242	0.370175	0.460014	0.405194	0.589935	0.427304	0.445619	0.302374	0.388639	0.43271	0.404739	0.509289	0.323163	0.318806
ENSMUST00000176682	ENSMUST00000176682	ENSMUSG00000037971	0	0	0	0	0.498816	0	0	0	0	0	0	0	0	0	0
ENSMUST00000176238	ENSMUST00000176238	ENSMUSG00000037971	5.067836	5.150795	4.109961	4.764452	6.122544	4.443965	2.948733	2.773366	6.551263	4.754819	5.224447	4.77019	5.985352	3.41343	4.363586
ENSMUST00000177142	ENSMUST00000177142	ENSMUSG00000037971	0.582848	0.768163	0.358291	0.988588	0.504308	0.302038	0.720096	0.637679	0.567041	0.283075	0.662512	0.641855	0.821026	0.596206	0.648278
ENSMUST00000177022	ENSMUST00000177022	ENSMUSG00000037971	0.221082	0.413746	0	0	0.123218	0.101779	0	0.13114	0.120367	0.295184	0.137801	0.218837	0.298803	0.17351	0.313149
ENSMUST00000042391	ENSMUST00000042391	ENSMUSG00000037845	2.713715	2.781135	2.424081	3.061721	2.241983	2.330573	2.528396	1.8723	3.044295	2.952246	1.908638	1.967722	2.433012	2.40576	2.807607
ENSMUST00000176619	ENSMUST00000176619	ENSMUSG00000037845	0.603316	0.789793	0.817647	0.758252	0.50467	0.977331	1.124663	0.721993	0.600471	0.35731	0.950587	0.34646	0.95642	0.804041	0.372276
ENSMUST00000176145	ENSMUST00000176145	ENSMUSG00000037845	0.485826	0	0	0	1.7834	0.271733	0.593286	0	0	0.507176	1.21483	0.638401	0.93022	0	0
ENSMUST00000176335	ENSMUST00000176335	ENSMUSG00000037845	0.185468	0.16181	0.146261	0	0.590579	0	0.454083	0.08366	0.432729	0.35675	0	0.681088	0	0.085091	0.081612
ENSMUST00000176160	ENSMUST00000176160	ENSMUSG00000037971	0	0.241332	0	0.155546	0.083902	0.151553	0.156674	0.31149	0.097494	0	0	0	0.211975	0.068819	0
ENSMUST00000177384	ENSMUST00000177384	ENSMUSG00000037845	0.460987	0	1.155484	0.527145	0	0.71347	0.300109	0.266763	0	0.348475	0	0.236239	1.374116	0.212748	0
ENSMUST00000034561	ENSMUST00000034561	ENSMUSG00000032059	8.814978	8.70207	6.822773	6.275079	7.566614	7.298428	9.933436	9.187228	7.917641	8.924997	9.960635	7.037993	6.771627	8.664026	8.989862
ENSMUST00000162073	ENSMUST00000162073	ENSMUSG00000032059	7.274109	4.281503	5.166961	6.957864	11.222116	7.736551	6.335531	6.842736	3.592694	6.007355	7.674288	7.057699	4.335964	7.800038	4.932497
ENSMUST00000159576	ENSMUST00000159576	ENSMUSG00000032059	0	0	0	0	0	0	0	0	0	0	0.123918	0	0	0	0
ENSMUST00000162363	ENSMUST00000162363	ENSMUSG00000032059	0.59572	0.468492	0.345589	0.553456	0.636704	0.805532	1.321503	0.547818	0.42137	0.443092	0.938597	0.637674	0.565005	0.549072	0.28214
ENSMUST00000162442	ENSMUST00000162442	ENSMUSG00000032059	0.283552	0.07449	0.553475	0.078741	0.202341	0.08136	0.644288	0.180184	0	0.10319	0.227738	0.211089	0.107558	0.071021	0.462733
ENSMUST00000177320	ENSMUST00000177320	ENSMUSG00000032059	0	0	0.134106	0	0	0	0	0.161948	0	0	0	0	0	0	0
ENSMUST00000175728	ENSMUST00000175728	ENSMUSG00000032059	0.46044	0	0.921836	1.050093	0.808423	0.248469	1.715323	0.703712	0.935957	0.168847	0.251987	0.169447	0.390934	0.195627	0
ENSMUST00000161200	ENSMUST00000161200	ENSMUSG00000032059	0	0	0	0	0	0	0	0	0	0	0	0.342445	0	0	0
ENSMUST00000162596	ENSMUST00000162596	ENSMUSG00000032059	0	0	0	0	0	0	0	0	0.372678	0	0	0	0	0	0
ENSMUST00000174555	ENSMUST00000174555	ENSMUSG00000032058	0	0	0	0.143717	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000174628	ENSMUST00000174628	ENSMUSG00000032058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034560	ENSMUST00000034560	ENSMUSG00000032058	0.069202	0.06892	0.054126	0.095229	0.225369	0.055627	0.080191	0.182409	0.131554	0.090974	0.017573	0.043267	0.164663	0.15786	0.091391
ENSMUST00000114437	ENSMUST00000114437	ENSMUSG00000032058	15.110067	15.972705	13.647548	16.112611	14.020778	14.194264	15.126805	13.70847	12.902213	14.223433	13.93707	11.852444	10.808129	14.90959	14.054994
ENSMUST00000175645	ENSMUST00000175645	ENSMUSG00000032058	0	0	0	0	0.821389	0	0	0	0	0	0	0	0	0	0
ENSMUST00000176349	ENSMUST00000176349	ENSMUSG00000032058	0.045358	0.080408	0	0.155577	0	0.165602	0	0.067674	0	0.254149	0	0.098561	0	0	0
ENSMUST00000176798	ENSMUST00000176798	ENSMUSG00000032058	0	0	0	0	0	0	0	0	0	0	0.184418	0	0	0	0
ENSMUST00000175640	ENSMUST00000175640	ENSMUSG00000032058	0.408978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000175926	ENSMUST00000175926	ENSMUSG00000032058	0.121562	0.085243	0	0	0	0	0	0	0	0	0.196715	0.207242	0	0	0
ENSMUST00000176055	ENSMUST00000176055	ENSMUSG00000032058	0.16906	0	0	0	0	0	0	0	0	0	0.113975	0	0.144064	0	0
ENSMUST00000177454	ENSMUST00000177454	ENSMUSG00000032058	0.095557	0.295195	0.820832	0.501099	0.354296	0.580678	0.642961	0.553719	0.511584	0.28001	0.446609	0.211986	0.435818	0.564123	0.393011
ENSMUST00000176414	ENSMUST00000176414	ENSMUSG00000032058	0.089266	0.43118	0.081191	0.440041	0.318798	0.352083	0.732077	0.205227	0.529805	0.228101	0.364721	0.064606	0.113834	0.155491	0.285594
ENSMUST00000158083	ENSMUST00000158083	ENSMUSG00000088708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000176824	ENSMUST00000176824	ENSMUSG00000037112	1.7156	2.362806	2.462102	2.628122	1.679199	2.738549	2.369548	2.496704	3.961286	2.838188	2.83393	2.194056	2.47815	2.432699	1.841883
ENSMUST00000176663	ENSMUST00000176663	ENSMUSG00000037112	2.856965	3.660541	2.401049	2.64647	3.579346	3.14646	2.121198	3.145987	3.510559	3.059846	2.773202	2.28596	4.238436	3.008538	2.87495
ENSMUST00000176491	ENSMUST00000176491	ENSMUSG00000037112	0.197112	0.086344	0	0.158742	0.88668	0.103887	0.05959	0	0.097235	0.227475	0.244579	0.209695	0.37974	0	0.075715
ENSMUST00000041375	ENSMUST00000041375	ENSMUSG00000037112	0.735728	0.347696	0.428065	0.804619	0.297262	0.642916	0.395874	0.464462	0.313961	0.498451	0.612916	0.666798	0	0.934112	0.507571
ENSMUST00000068484	ENSMUST00000068484	ENSMUSG00000037112	0	3.658574	1.548497	2.868345	0	0	1.74721	0	3.285061	2.798085	3.066629	1.812727	1.697886	0.807945	0.887643
ENSMUST00000177203	ENSMUST00000177203	ENSMUSG00000037112	0.466616	0.867775	0.663753	0.895135	0.758758	1.100551	0.816255	1.019034	1.207052	0.77815	0.920292	0.641824	0.999881	0.916823	0.798683
ENSMUST00000177346	ENSMUST00000177346	ENSMUSG00000037112	0.576391	0.714734	0.529438	0.849821	0.671654	0.784498	0.674548	0.582376	1.07533	0.670863	0.631173	0.390395	0.80804	0.64497	0.717098
ENSMUST00000176327	ENSMUST00000176327	ENSMUSG00000037112	1.873978	0.869892	0	0	1.247363	2.78593	0	0	0	0	0	0	0	0	0
ENSMUST00000217212	ENSMUST00000217212	ENSMUSG00000060594	0	0.04174	0.104512	0.03224	0.073347	0	0	0	0.103869	0.112191	0.076051	0	0.055532	0.117942	0.221296
ENSMUST00000098782	ENSMUST00000098782	ENSMUSG00000060594	1.162004	2.201463	0.987199	0.92603	1.195059	1.058758	1.329935	0.908791	2.063587	3.289267	0.71153	0.9049	1.154894	1.224958	0.839896
ENSMUST00000214452	ENSMUST00000214452	ENSMUSG00000032056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000216453	ENSMUST00000216453	ENSMUSG00000032056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000214090	ENSMUST00000214090	ENSMUSG00000060594	0	0	0	0.063395	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000214993	ENSMUST00000214993	ENSMUSG00000060594	1.069573	0.436346	0.245376	0.563764	0.234753	1.370369	0.885332	0.538184	0.844588	1.316887	0.978565	0.556162	0.892866	1.046739	0.870367
ENSMUST00000170947	ENSMUST00000170947	ENSMUSG00000032057	0	0	0	0	0	0	0	0	0	0	0	0.024358	0	0	0
ENSMUST00000083653	ENSMUST00000083653	ENSMUSG00000065587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000083558	ENSMUST00000083558	ENSMUSG00000065492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213680	ENSMUST00000213680	ENSMUSG00000032056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000114431	ENSMUST00000114431	ENSMUSG00000032056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213117	ENSMUST00000213117	ENSMUSG00000032056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000210433	ENSMUST00000210433	ENSMUSG00000110266	0.118037	0.194134	0.270471	0.641749	0.476466	0.36567	0.16493	0.257773	0.254955	0.055866	0.143217	0.354856	0.273973	0.12303	0.393068
ENSMUST00000034554	ENSMUST00000034554	ENSMUSG00000032053	2.520723	2.424618	4.924369	2.366488	2.170024	3.946815	2.804976	1.020735	1.35561	3.7628	2.659191	2.617124	1.323472	2.897797	0.543089
ENSMUST00000213173	ENSMUST00000213173	ENSMUSG00000111862	0.073699	0.216739	0.235614	0.25701	0.026512	0.503739	0.212081	0.094428	0.087125	0.344816	0.162752	0.236505	0.19193	0.37178	0
ENSMUST00000214322	ENSMUST00000214322	ENSMUSG00000032053	0.16661	0	0.38394	0	0	0	0.624833	0	0	1.412959	0	0	0	0	0
ENSMUST00000215038	ENSMUST00000215038	ENSMUSG00000079559	0	0	0	0.348535	0.38912	0.241247	0.153662	0	0.112275	0.314339	0.290527	0.277007	0.661318	0	0.756356
ENSMUST00000114427	ENSMUST00000114427	ENSMUSG00000079559	0.133932	0.154459	0.441592	0	0.320254	0.229151	0	0	0	0	0.257637	0.073514	0.195995	0.244462	0
ENSMUST00000239415	ENSMUST00000239415	ENSMUSG00000079559	0.512379	0.557367	0	0	0	0.394505	0.357767	0.826152	0.463155	0	0	0.258621	0	0	0
ENSMUST00000186025	ENSMUST00000186025	ENSMUSG00000044694	0.181357	0.214307	0.22446	0.270369	0.36119	0.389436	0.246038	0.263239	0.216769	0.280453	0.213958	0.289894	0.194221	0.172104	0.294831
ENSMUST00000050829	ENSMUST00000050829	ENSMUSG00000044694	0.260916	0.330282	0.179215	0	0	0.331959	0	0	0	0	0	0	0.546382	0.352977	0
ENSMUST00000181366	ENSMUST00000181366	ENSMUSG00000036027	0	0	0.138572	0	0.103981	0	0.069285	0.138829	0.056921	0.056324	0	0	0	0.101213	0
ENSMUST00000039959	ENSMUST00000039959	ENSMUSG00000036027	0	0	0	0	0	0	0	0	0	0	0.091709	0	0.090143	0	0
ENSMUST00000238450	ENSMUST00000238450	ENSMUSG00000036027	0.182404	0	0	0.281853	0	0.212512	0	0	0	0	0	0	0	0	0
ENSMUST00000089534	ENSMUST00000089534	ENSMUSG00000078308	0.00787	0.034709	0.007575	0.007472	0.02583	0.014669	0.022615	0	0.009262	0	0.0104	0.005835	0.010243	0.006602	0.024429
ENSMUST00000216682	ENSMUST00000216682	ENSMUSG00000111162	0	0	0	0	0.067786	0.058879	0.030315	0	0	0.038132	0	0	0	0.026579	0
ENSMUST00000213150	ENSMUST00000213150	ENSMUSG00000110825	0	0	0.062156	0	0.071213	0.060936	0	0	0	0	0.087173	0	0	0	0
ENSMUST00000124907	ENSMUST00000124907	ENSMUSG00000053199	0.034564	0.05262	0.038828	0.033241	0.059843	0.075157	0.056738	0.056864	0.181886	0.088069	0.108219	0.061091	0.185357	0.053743	0.05431
ENSMUST00000146509	ENSMUST00000146509	ENSMUSG00000053199	0	0	0	0.026263	0	0.090407	0.08268	0.027368	0.035313	0	0.078235	0.127387	0	0	0
ENSMUST00000065496	ENSMUST00000065496	ENSMUSG00000053199	0.297019	0.37319	0.212755	0.338146	0.537225	0.550837	0.253481	0.54663	0.642951	0.835454	0.774938	0.406198	1.071639	0.363995	0.421397
ENSMUST00000130405	ENSMUST00000130405	ENSMUSG00000053199	0	0	0	0	0.148974	0.046246	0	0	0	0	0.187804	0.108864	0	0.089388	0
ENSMUST00000126567	ENSMUST00000126567	ENSMUSG00000053199	0	0	0	0	0	0	0	0.120377	0.507574	0.126813	0	0	0	0	0
ENSMUST00000149754	ENSMUST00000149754	ENSMUSG00000053199	0	0.135359	0	0	0	0.04618	0	0.102647	0	0.392529	0.229539	0	0	0	0
ENSMUST00000152203	ENSMUST00000152203	ENSMUSG00000074354	0.082003	0.168743	0.098369	0.08639	0.074404	0.063687	0.02214	0.01314	0.023902	0.058809	0.05423	0	0.1006	0.106191	0.108427
ENSMUST00000125400	ENSMUST00000125400	ENSMUSG00000074354	0	0	0.161817	0.317468	0	0.040558	0.110787	0.020911	0.167479	0.186187	0	0.032232	0.094764	0.068486	0.029767
ENSMUST00000142579	ENSMUST00000142579	ENSMUSG00000074354	0	0.167483	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000130086	ENSMUST00000130086	ENSMUSG00000074354	0	0.171948	0.1601	0	0	0.113505	0	0	0	0	0	0	0	0	0
ENSMUST00000214327	ENSMUST00000214327	ENSMUSG00000111357	0	0	0	0.030205	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213467	ENSMUST00000213467	ENSMUSG00000111836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000217562	ENSMUST00000217562	ENSMUSG00000111836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000214646	ENSMUST00000214646	ENSMUSG00000111836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213311	ENSMUST00000213311	ENSMUSG00000111836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034552	ENSMUST00000034552	ENSMUSG00000032051	20.470958	21.881829	16.425381	20.00475	17.684384	19.378733	17.620082	13.927856	17.512225	17.067791	15.895958	15.193808	20.421219	16.248683	18.805806
ENSMUST00000214486	ENSMUST00000214486	ENSMUSG00000032051	0	0.064917	0	0	0	0	0	0	0	0	0	0.050535	0	0	0
ENSMUST00000214013	ENSMUST00000214013	ENSMUSG00000032051	0.916112	0.937399	0.595948	0.847933	1.006293	1.135934	1.081275	0.736909	0.939635	0.812066	0.668239	0.498113	1.126228	0.953615	0.947911
ENSMUST00000182467	ENSMUST00000182467	ENSMUSG00000098076	0.157731	0.278437	0.15108	0.090084	0.101583	0.176458	0.090862	0.090917	0.336305	0.221553	0.041848	0.046709	0.082179	0.106202	0.032538
ENSMUST00000163153	ENSMUST00000163153	ENSMUSG00000032050	14.885059	22.251691	13.654484	12.235907	9.185629	13.286576	12.468341	6.402401	25.660026	25.246503	6.467594	6.168259	22.150123	10.271022	15.158115
ENSMUST00000000590	ENSMUST00000000590	ENSMUSG00000032050	6.620293	8.233676	6.220106	7.519864	3.373958	4.611381	4.068022	2.413315	5.571029	6.276585	1.611758	2.276003	8.376199	3.686663	4.960231
ENSMUST00000238858	ENSMUST00000238858	ENSMUSG00000032050	0	0.137265	0	0	1.342581	0.24931	0.16918	0.22699	0.489414	0	0	0.104487	0.117623	0	0
ENSMUST00000061352	ENSMUST00000061352	ENSMUSG00000032050	0	0.622366	0.511579	0	0	0	0	0	1.328224	0.150345	0	0.070968	0.396016	0.068207	0.420003
ENSMUST00020183570	ENSMUST00020183570	ENSMUSG00002076614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213645	ENSMUST00000213645	ENSMUSG00000035164	2.108534	2.393898	1.847274	2.090677	2.764474	2.481257	1.580507	2.353096	2.757774	2.646509	1.221419	1.383304	2.904949	1.473507	3.159529
ENSMUST00000165519	ENSMUST00000165519	ENSMUSG00000035164	0.752994	1.62047	1.109021	1.610835	0	0.488559	1.415096	0.489523	1.279831	1.138757	0.441451	0.261119	0	0.668748	0
ENSMUST00000184156	ENSMUST00000184156	ENSMUSG00000099311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000104608	ENSMUST00000104608	ENSMUSG00000077796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000214181	ENSMUST00000214181	ENSMUSG00000111561	0	0	0	0	0	0	0	0	0.06722	0	0	0.041661	0	0	0
ENSMUST00000216696	ENSMUST00000216696	ENSMUSG00000111780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000215193	ENSMUST00000215193	ENSMUSG00000111520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213191	ENSMUST00000213191	ENSMUSG00000111520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000216653	ENSMUST00000216653	ENSMUSG00000111112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213937	ENSMUST00000213937	ENSMUSG00000078307	0	0.004265	0	0	0	0	0	0	0	0	0	0.007171	0	0	0
ENSMUST00000098768	ENSMUST00000098768	ENSMUSG00000078307	0.014663	0	0	0	0	0.00911	0.014041	0	0.022989	0.045657	0	0	0.019081	0.016395	0.010119
ENSMUST00000213843	ENSMUST00000213843	ENSMUSG00000078307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000213681	ENSMUST00000213681	ENSMUSG00000111020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00020182055	ENSMUST00020182055	ENSMUSG00002076360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000216112	ENSMUST00000216112	ENSMUSG00000110833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000065630	ENSMUST00000065630	ENSMUSG00000053289	11.594571	13.366005	10.205516	12.237656	12.967247	12.112129	12.983161	9.576936	14.166767	13.63753	11.106728	9.720865	12.282419	14.094332	11.584903
ENSMUST00000213563	ENSMUST00000213563	ENSMUSG00000111693	0	0	0	0	0	0	0	0	0	0.095244	0	0	0	0	0
ENSMUST00000034550	ENSMUST00000034550	ENSMUSG00000032048	0	0	0.017342	0	0	0.016829	0	0	0	0	0.0239	0	0.047015	0.015169	0
ENSMUST00000051014	ENSMUST00000051014	ENSMUSG00000034584	10.230434	8.425901	9.949146	11.848616	11.761508	11.93363	7.286654	7.717231	13.239335	8.712079	12.978859	7.997133	10.998468	9.808068	9.600002
ENSMUST00000132410	ENSMUST00000132410	ENSMUSG00000034584	0.790919	1.063906	0.785124	0.780613	0.713941	0.936905	0.790144	0.772104	1.034507	0.62277	0.953662	0.627411	0.871467	0.606959	0.702244
ENSMUST00000139096	ENSMUST00000139096	ENSMUSG00000034584	0.715199	0.536913	0.553022	0.789057	0.680304	1.017787	0.587211	0.726414	1.083252	0.558226	0.734649	0.422825	0.683396	0.683128	0.559335
ENSMUST00000037853	ENSMUST00000037853	ENSMUSG00000034487	6.709183	6.479119	5.935183	7.91914	6.772067	8.552001	7.277842	7.278378	9.2479	11.621111	6.771268	6.54755	6.619225	6.489976	6.538559
ENSMUST00000214164	ENSMUST00000214164	ENSMUSG00000034487	0.236786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000184489	ENSMUST00000184489	ENSMUSG00000098362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000214790	ENSMUST00000214790	ENSMUSG00000005131	0.067504	0.119198	0.192495	0.064498	0	0.062935	0.324977	0.129467	0	0.158515	0.090059	0.049856	0	0.228292	0.207576
ENSMUST00000215668	ENSMUST00000215668	ENSMUSG00000005131	0.046348	0.027044	0.072282	0.059106	0.052718	0.120147	0.045756	0.109728	0.035623	0.104916	0.109706	0.076892	0.03923	0.050396	0.031025
ENSMUST00000005262	ENSMUST00000005262	ENSMUSG00000005131	0	0.154245	0.18462	0	0	0	0	0	0	0.21315	0.032885	0	0	0.067001	0.335695
ENSMUST00000217318	ENSMUST00000217318	ENSMUSG00000005131	0.254968	0	0	0	0.139531	0.210924	0.126069	0	0.215241	0	0	0	0.276107	0	0
