tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000188223	ENSMUST00000188223	ENSMUSG00000047428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000061722	ENSMUST00000061722	ENSMUSG00000047428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166280	ENSMUST00000166280	ENSMUSG00000047428	3	0	1	2	0	0	0	2	0	0	0	1	0	0	4
ENSMUST00000166617	ENSMUST00000166617	ENSMUSG00000047428	0	61.193	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUST00000170271	ENSMUST00000170271	ENSMUSG00000047428	0	1.807	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000167360	ENSMUST00000167360	ENSMUSG00000032842	291.155	265.344	253	362.686	269.857	416.155	273.593	364.549	378.181	287.748	392.135	448.807	347.287	547.049	354.41
ENSMUST00000171584	ENSMUST00000171584	ENSMUSG00000032842	20.27	3.407	10.251	16.825	19.882	58.593	16.011	14.864	18.354	10.265	21.352	23.953	11.332	38.152	28.74
ENSMUST00000047970	ENSMUST00000047970	ENSMUSG00000032842	8.662	8.997	31.344	47.218	10.722	34.673	91.447	71.62	66.673	6.814	96.461	29.952	26.538	60.09	8.963
ENSMUST00000095261	ENSMUST00000095261	ENSMUSG00000032842	69.624	126.347	46.644	82.913	62.192	68.474	83.462	65.403	60.373	74.919	105.055	48.89	40.826	88.664	36.146
ENSMUST00000168490	ENSMUST00000168490	ENSMUSG00000032842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000165733	ENSMUST00000165733	ENSMUSG00000032842	49.289	93.114	44.76	58.359	80.347	71.854	70.486	51.565	64.418	50.254	52.997	68.398	57.018	90.046	30.741
ENSMUST00000170168	ENSMUST00000170168	ENSMUSG00000032842	0	2.791	0	0	0	1.251	0	0	0	0	0	0	0	0	0
ENSMUST00000113481	ENSMUST00000113481	ENSMUSG00000015597	973.068	1249.235	1111.162	1012.478	782.006	1166.508	1181.885	1040.94	959.28	948.044	701.769	1150.287	723.992	1085.094	874.932
ENSMUST00000138127	ENSMUST00000138127	ENSMUSG00000015597	118.563	253.116	180.669	195.795	226.337	239.003	218.246	145.434	213.113	166.127	162.661	229.886	128.691	245.914	186.512
ENSMUST00000152472	ENSMUST00000152472	ENSMUSG00000015597	0	0	0	0	0	0	2.067	0	0	0	1.542	0	0	0	0
ENSMUST00020181680	ENSMUST00020181680	ENSMUSG00002076149	1	4	1	0	2	4	3	4	1	2	4	1	2	2	1
ENSMUST00000123733	ENSMUST00000123733	ENSMUSG00000015597	11.385	9.924	4.833	17.764	3.672	10.093	14.311	10.402	16.957	8.681	3.764	31.338	19.488	6.012	12.069
ENSMUST00000233090	ENSMUST00000233090	ENSMUSG00000117269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000136017	ENSMUST00000136017	ENSMUSG00000015597	33.983	62.725	44.336	44.963	64.986	81.395	67.492	76.224	72.651	80.148	42.265	67.489	34.829	63.981	50.487
ENSMUST00000113465	ENSMUST00000113465	ENSMUSG00000023968	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSMUST00000164180	ENSMUST00000164180	ENSMUSG00000023968	0	3	0	0	0	0	0	0	1	0	1	1	1.192	0	0
ENSMUST00000024764	ENSMUST00000024764	ENSMUSG00000023968	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUST00000165993	ENSMUST00000165993	ENSMUSG00000023968	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000165811	ENSMUST00000165811	ENSMUSG00000023968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000169441	ENSMUST00000169441	ENSMUSG00000023968	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUST00000165750	ENSMUST00000165750	ENSMUSG00000023968	0	0	0	0	0	0	0	0	0	0	0	0	1.808	0	0
ENSMUST00000087012	ENSMUST00000087012	ENSMUSG00000067144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233715	ENSMUST00000233715	ENSMUSG00000067144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233575	ENSMUST00000233575	ENSMUSG00000067144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000166852	ENSMUST00000166852	ENSMUSG00000091742	0	0	0	0	0	0	0	1.009	1.011	0	0	1.002	0	0	0
ENSMUST00000047034	ENSMUST00000047034	ENSMUSG00000015599	18.952	7.625	12.844	17.173	16.388	23.655	11.066	12.625	16.568	15.963	9.525	8.916	43.403	23.532	19.109
ENSMUST00000225808	ENSMUST00000225808	ENSMUSG00000015599	28.048	33.375	14.156	15.827	6.612	21.345	29.934	19.375	33.432	24.037	27.475	38.084	20.597	34.468	20.891
ENSMUST00000224870	ENSMUST00000224870	ENSMUSG00000114244	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1
ENSMUST00000223818	ENSMUST00000223818	ENSMUSG00000015599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000046497	ENSMUST00000046497	ENSMUSG00000040658	205	232	227	203	198	155	206	155	109	113	94	199	81	170	190
ENSMUST00000183312	ENSMUST00000183312	ENSMUSG00000040327	0	1.148	0	0	0	0	0	1.142	0	0	0	0	0	0	0
ENSMUST00000182485	ENSMUST00000182485	ENSMUSG00000040327	292.352	485.298	269.032	357.757	283.174	428.728	388.726	305.374	546.916	480.422	221.871	410.416	436.241	416.262	311.034
ENSMUST00000066026	ENSMUST00000066026	ENSMUSG00000040327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000183078	ENSMUST00000183078	ENSMUSG00000040327	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0
ENSMUST00000182315	ENSMUST00000182315	ENSMUSG00000040327	0	51.703	21.668	21.582	5.088	11.108	11.409	19.633	43.536	4.293	0	4.899	3.925	5.534	0
ENSMUST00000182530	ENSMUST00000182530	ENSMUSG00000040327	0	0	2.292	0	0	6.493	1.727	1.691	13.987	12.019	8.641	2.602	5.995	2.214	0
ENSMUST00000182668	ENSMUST00000182668	ENSMUSG00000040327	11.66	20.681	11.049	8.43	20.425	20.813	21.958	11.202	21.263	15.846	9.368	8.002	12.984	12.058	15.32
ENSMUST00000183016	ENSMUST00000183016	ENSMUSG00000040327	13.64	27.29	18.762	12.469	13.454	30.972	29.023	16.139	19.344	28.667	10.578	28.034	17.899	8.184	11.331
ENSMUST00000182799	ENSMUST00000182799	ENSMUSG00000040327	0	11.521	0	0	0	0	0	0	21.843	13.321	0	0	12.073	10.908	0
ENSMUST00000182451	ENSMUST00000182451	ENSMUSG00000040327	1.406	6.389	4.255	4.8	0	0	9.527	6.269	0	2.707	0	3.215	3.432	0	0
ENSMUST00000183163	ENSMUST00000183163	ENSMUSG00000040327	10.942	8.971	3.943	2.962	5.858	11.886	6.63	2.55	11.11	2.724	5.541	0	9.452	8.84	10.315
ENSMUST00000015749	ENSMUST00000015749	ENSMUSG00000015605	1259.503	1562.881	1158.961	1403.457	1175.308	1468.809	1277.259	1158.945	1311.712	1418.046	889.934	1467.257	1158.077	1544.967	1228.675
ENSMUST00000233767	ENSMUST00000233767	ENSMUSG00000015605	0	31.982	35.417	27.783	42.213	23.996	23.31	27.427	3.42	14.125	20.229	0	28.797	26.904	5.319
ENSMUST00000233104	ENSMUST00000233104	ENSMUSG00000015605	6.126	17.393	5.606	4.489	4.321	2.058	13.893	6.683	5.424	16.132	8.668	5.438	4.635	15.49	6.932
ENSMUST00000233797	ENSMUST00000233797	ENSMUSG00000015605	13.371	8.744	18.015	8.271	8.158	16.136	10.538	12.945	16.444	4.697	5.168	10.305	7.491	20.639	14.074
ENSMUST00000199897	ENSMUST00000199897	ENSMUSG00000106514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000232855	ENSMUST00000232855	ENSMUSG00000023972	10.415	54.195	24.794	26.297	32.999	54.153	50.725	46.97	52.889	12.532	41.829	51.423	18.287	28.612	63.518
ENSMUST00000044442	ENSMUST00000044442	ENSMUSG00000023972	2955.585	5322.805	3274.206	3244.703	2977.001	3513.847	4515.275	4628.03	2784.111	2743.468	1907.171	4615.577	2115.713	2957.388	4146.482
ENSMUST00000233974	ENSMUST00000233974	ENSMUSG00000003546	393.107	559.883	612.281	416.654	273.809	715.693	480.838	279.64	608.028	293.481	418.991	342.079	185.163	482.637	431.281
ENSMUST00000003642	ENSMUST00000003642	ENSMUSG00000003546	2577.893	2604.117	1963.719	2430.346	2271.191	2858.307	2497.162	2794.36	2349.972	2394.519	1859.009	3300.921	2054.837	3467.363	1976.719
ENSMUST00000002844	ENSMUST00000002844	ENSMUSG00000002767	1070.301	1217.312	926.518	1104.923	883.173	1112.054	1099.605	811.665	856.798	895.317	794.711	1223.457	711.444	1141.166	957.284
ENSMUST00000156464	ENSMUST00000156464	ENSMUSG00000002767	1.642	1.473	8.049	7.751	3.606	5.461	10.215	1.572	15.82	3.98	7.656	1.637	10.707	1.636	1.616
ENSMUST00000113429	ENSMUST00000113429	ENSMUSG00000002767	106.469	118.729	71.977	44.981	65.221	75.544	87.18	18.762	29.736	93.419	62.632	59.907	91.969	114.188	74.927
ENSMUST00000113430	ENSMUST00000113430	ENSMUSG00000002767	0	6.486	15.457	5.344	0	0	0	0	0	0	0	0	4.88	5.01	24.775
ENSMUST00000146183	ENSMUST00000146183	ENSMUSG00000002767	1.588	0	0	0	0	4.94	0	0	1.646	1.283	0	0	0	0	1.397
ENSMUST00000043464	ENSMUST00000043464	ENSMUSG00000038545	929.721	1193.494	742.358	854.91	1026.154	917.427	1104.148	1071.835	976.318	824.043	707.953	1284.826	755.206	875.672	799.575
ENSMUST00000151002	ENSMUST00000151002	ENSMUSG00000038545	21.588	31.212	9.262	31.062	30.629	15.397	16.893	21.892	22.202	13.442	9.076	39.494	21.35	18.183	25.039
ENSMUST00000132790	ENSMUST00000132790	ENSMUSG00000038545	48.442	37.244	16.329	42.356	15.217	41.914	43.852	35.262	53.143	21.218	24.512	47.342	23.254	40.091	48.119
ENSMUST00000145567	ENSMUST00000145567	ENSMUSG00000038545	0	155.05	96.051	174.587	0	251.262	336.106	208.012	0	145.297	0	167.882	65.189	94.017	269.289
ENSMUST00000144966	ENSMUST00000144966	ENSMUSG00000038545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000133393	ENSMUST00000133393	ENSMUSG00000038545	0	0	0	0	0	0	0	0	0	0	0	0	0	41.686	101.397
ENSMUST00000125949	ENSMUST00000125949	ENSMUSG00000038545	4.249	0	0	9.086	0	0	0	0	17.338	0	22.458	34.457	0	16.35	4.581
ENSMUST00000233155	ENSMUST00000233155	ENSMUSG00000023971	24.271	45.674	24.771	51.466	30.513	60.099	60.226	42.094	59.554	40.706	48.554	39.988	41.982	38.096	37.721
ENSMUST00000024766	ENSMUST00000024766	ENSMUSG00000023971	279.099	358.026	307.95	403.061	452.114	374.918	549.633	323.347	242.957	220.286	269.685	496.939	286.308	414.994	311.69
ENSMUST00000233136	ENSMUST00000233136	ENSMUSG00000023971	408.853	422.429	303.427	247.422	52.249	242.675	104.351	204.704	307.891	272.473	202.109	281.534	194.161	247.675	213.637
ENSMUST00000233247	ENSMUST00000233247	ENSMUSG00000023971	22.012	35.551	24.894	16.318	21.94	33.323	33.463	30.484	26.057	15.143	9.905	36.376	14.549	40.735	21.715
ENSMUST00000232697	ENSMUST00000232697	ENSMUSG00000023971	4.765	8.32	3.958	6.733	6.185	5.986	16.327	16.371	10.54	4.393	13.747	27.163	0	13.5	13.237
ENSMUST00000071841	ENSMUST00000071841	ENSMUSG00000063576	386.754	724.437	482.809	635.676	496.561	819.154	796.631	605.565	540.304	482.099	517.104	836.783	370.232	747.355	586.534
ENSMUST00000165007	ENSMUST00000165007	ENSMUSG00000063576	47.437	94.681	46.113	50.629	65.894	36.701	33.362	81.608	39.573	43.931	11.27	86.846	21.227	37.905	29.452
ENSMUST00000233733	ENSMUST00000233733	ENSMUSG00000063576	74.787	78.394	61.907	110.252	90.906	110.75	91.823	71.785	78.947	61.2	42.294	131.155	76.681	77.207	73.52
ENSMUST00000232776	ENSMUST00000232776	ENSMUSG00000063576	126.021	74.487	145.171	98.444	116.64	85.395	81.185	149.043	119.176	69.77	118.332	190.216	54.86	102.533	125.494
ENSMUST00000233524	ENSMUST00000233524	ENSMUSG00000063576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233032	ENSMUST00000233032	ENSMUSG00000002768	6.091	0	3.183	7.464	3.548	10.023	1.426	1.458	5.071	10.193	0	5.53	3.303	1.503	0
ENSMUST00000232732	ENSMUST00000232732	ENSMUSG00000002768	0	0	0	19.151	0	9.951	28.401	5.345	14.363	0	6.275	6.699	0	0	26.536
ENSMUST00000233644	ENSMUST00000233644	ENSMUSG00000002768	1.183	0	0	0	0	0	1.161	1.137	0	0	0	0	0	2.383	1.147
ENSMUST00000232762	ENSMUST00000232762	ENSMUSG00000002768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233430	ENSMUST00000233430	ENSMUSG00000002768	877.075	862.696	791.152	976.423	621.328	957.144	995.144	710.976	769.179	666.505	537.084	982.017	613.528	944.861	796.127
ENSMUST00000233491	ENSMUST00000233491	ENSMUSG00000002768	25.43	20.978	35.972	41.741	20.694	40.793	13.272	7.741	7.221	34.362	5.246	55.846	23.439	24.849	22.126
ENSMUST00000002845	ENSMUST00000002845	ENSMUSG00000002768	802.78	766.435	745.13	728.184	895.277	700.957	918.99	850.556	637.653	696.675	617.358	998.213	426.363	829.308	644.561
ENSMUST00000233612	ENSMUST00000233612	ENSMUSG00000002768	4.199	0	0	4.023	0	3.475	0	0	0	2.749	3.928	3.57	10.175	0	0
ENSMUST00000233385	ENSMUST00000233385	ENSMUSG00000002768	11.242	12.892	20.564	4.015	13.153	16.658	26.607	3.787	25.512	1.516	6.11	8.126	8.192	10.095	17.504
ENSMUST00000233082	ENSMUST00000233082	ENSMUSG00000059409	15.61	58.002	23.761	68.877	11.867	68.602	61.817	50.426	42.639	23.686	23.551	61.334	7.842	23.423	56.167
ENSMUST00000002839	ENSMUST00000002839	ENSMUSG00000059409	1851.001	2220.239	1737.866	1864.149	2172.646	2305.179	2260.31	2198.013	1781.6	1686.901	1336.867	2603.44	1372.371	2200.138	2094.98
ENSMUST00000233988	ENSMUST00000233988	ENSMUSG00000059409	172.87	179.095	248.525	140.851	235.89	175.796	226.225	185.103	153.817	116.216	34.375	232.935	196.998	192.477	201.599
ENSMUST00000233757	ENSMUST00000233757	ENSMUSG00000059409	2.519	11.665	11.848	5.123	5.597	15.423	2.648	11.458	3.944	5.196	1.208	17.29	3.788	10.961	16.253
ENSMUST00000002840	ENSMUST00000002840	ENSMUSG00000002763	1206.582	977.858	1076.333	1297.128	1035.941	1508.57	1358.008	1320.985	1178.122	1036.122	1152.593	1727.357	1072.235	1320.352	1191.669
ENSMUST00000144964	ENSMUST00000144964	ENSMUSG00000002763	148.698	171.438	180.667	169.872	98.059	342.031	172.992	231.625	187.121	144.878	137.859	307.696	164.765	183.768	194.542
ENSMUST00000127897	ENSMUST00000127897	ENSMUSG00000002763	1.72	4.145	0	0	0	1.715	0	3.644	0	0	1.549	0	0	4.125	5.863
ENSMUST00000148872	ENSMUST00000148872	ENSMUSG00000002763	0	3.558	0	0	0	1.684	0	1.746	7.758	0	0	3.946	0	1.755	1.926
ENSMUST00000147112	ENSMUST00000147112	ENSMUSG00000002769	0	1.633	1.366	0	1.514	0	0	2.667	0	1.457	0	0	0	0	0
ENSMUST00000002846	ENSMUST00000002846	ENSMUSG00000002769	14	8.367	5.634	12	9.486	13.765	13	9.333	8	7.543	4	8.579	10	2	7
ENSMUST00000233086	ENSMUST00000233086	ENSMUSG00000002769	0	0	0	0	0	1.235	0	0	0	0	0	1.421	0	0	0
ENSMUST00000059844	ENSMUST00000059844	ENSMUSG00000023973	1183.529	1090.55	1069.091	1097.268	894.225	1158.443	1284.473	1149.621	989.066	1129.587	831.028	1340.876	888.284	1376.436	1087.624
ENSMUST00000129200	ENSMUST00000129200	ENSMUSG00000023973	34.114	87.349	0	15.625	0	0	8.538	0	9.084	6.782	0	6.827	19.405	11.768	0
ENSMUST00000145877	ENSMUST00000145877	ENSMUSG00000023973	11.745	14.979	11.933	14.113	7.293	25.165	15.803	15.55	8.74	9.535	9.797	14.767	9.653	15.871	6.543
ENSMUST00000121671	ENSMUST00000121671	ENSMUSG00000023973	5.198	10.138	3.449	11.08	13.435	5.123	8.867	12.2	5.196	6.63	2.967	5.264	7.542	1.444	14.083
ENSMUST00000148656	ENSMUST00000148656	ENSMUSG00000023973	8.415	20.984	13.527	6.914	11.047	21.269	19.319	13.629	10.914	8.466	6.208	24.266	9.117	18.48	5.749
ENSMUST00000041012	ENSMUST00000041012	ENSMUSG00000036858	5	11	10	14	18	8	16	11	5	5	2	18	6	7	14
ENSMUST00000071430	ENSMUST00000071430	ENSMUSG00000062619	362	437	308	463	358	349	376	291	275	260	273	410	250	360	336
ENSMUST00000078286	ENSMUST00000078286	ENSMUSG00000063888	3038.137	3202.906	2529.464	3129.977	2334.382	2615.899	3300.568	2564.49	2210.157	2345.764	1744.646	2994.167	1608.44	2849.54	2480.904
ENSMUST00000233192	ENSMUST00000233192	ENSMUSG00000063888	140.668	176.485	93.438	183.191	152.185	93.49	229.778	113.197	139.466	124.281	67.297	129.346	63.385	168.984	125.5
ENSMUST00000233349	ENSMUST00000233349	ENSMUSG00000063888	99.172	115.888	134.305	116.901	106.702	96.526	81.01	104.397	80.187	73.791	62.449	102.205	36.486	132.443	108.677
ENSMUST00000233919	ENSMUST00000233919	ENSMUSG00000063888	3.023	17.721	14.793	17.932	15.721	28.085	19.644	6.916	26.189	11.163	13.608	19.282	4.689	17.033	7.919
ENSMUST00000040624	ENSMUST00000040624	ENSMUSG00000036568	641.07	1101.153	797.943	969.262	667.098	1059.24	659.927	859.403	1017.157	839.611	650.27	1071.763	711.137	1026.556	753.265
ENSMUST00000233537	ENSMUST00000233537	ENSMUSG00000036568	141.246	149.912	133.11	193.554	193.599	165.427	272.726	154.106	216.994	152.507	176.559	235.212	103.721	123.914	178.177
ENSMUST00000233142	ENSMUST00000233142	ENSMUSG00000036568	0	1.662	0	5.189	9.631	4.549	7.545	1.695	2.358	5.234	0	0	2.746	2.91	0
ENSMUST00000233455	ENSMUST00000233455	ENSMUSG00000036568	20.684	34.274	35.946	38.995	42.671	58.785	26.802	45.796	37.492	58.648	28.171	75.026	51.396	52.62	58.557
ENSMUST00000040434	ENSMUST00000040434	ENSMUSG00000036430	378	563	387	445	338	395	409	338	385	362	264	527	263	434	372
ENSMUST00000024773	ENSMUST00000024773	ENSMUSG00000023978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000162469	ENSMUST00000162469	ENSMUSG00000023978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000113337	ENSMUST00000113337	ENSMUSG00000023977	1429.121	1460.014	1296.285	1388.406	1354.2	1626.703	1551.958	1780.414	1463.675	1252.867	1235.074	1986.749	1129.867	1724.786	1400.776
ENSMUST00000224442	ENSMUST00000224442	ENSMUSG00000023977	1.423	1.341	1.347	3.022	0	0	0	4.28	2.788	2.771	1.28	2.729	2.806	5.439	4.797
ENSMUST00000224759	ENSMUST00000224759	ENSMUSG00000023977	456.48	667.175	398.629	510.714	522.165	671.507	825.047	545.383	672.372	397.523	392.333	494.699	496.17	627.099	521.296
ENSMUST00000113335	ENSMUST00000113335	ENSMUSG00000023977	1335.259	1954.767	1446.135	1958.539	1370.859	1665.483	1431.898	1279.365	1643.792	1553.473	1048.407	1868.086	1031.773	1729.518	1336.61
ENSMUST00000225712	ENSMUST00000225712	ENSMUSG00000023977	2.021	4.055	4.12	7.071	6.068	4.038	2.027	5.055	7.074	6.11	2.026	6.054	6.044	8.079	4.046
ENSMUST00000223860	ENSMUST00000223860	ENSMUSG00000023977	8.405	17.678	13.039	7.758	14.269	36.754	22.787	19.919	10.56	13.667	7.67	23.939	17.307	21.42	21.932
ENSMUST00000225751	ENSMUST00000225751	ENSMUSG00000023977	1	4	5.039	3	4	5	1.004	2	3.019	1.005	1	1.008	1	3	1
ENSMUST00000225599	ENSMUST00000225599	ENSMUSG00000023977	30.291	160.969	81.406	114.49	11.439	70.516	165.279	46.585	125.719	86.586	32.21	67.736	70.032	168.66	98.544
ENSMUST00020182665	ENSMUST00020182665	ENSMUSG00002076750	5	2	3	4	1	6	5	2	7	6	1	5	0	4	5
ENSMUST00000165525	ENSMUST00000165525	ENSMUSG00000091775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000075152	ENSMUST00000075152	ENSMUSG00000062472	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUST00000188947	ENSMUST00000188947	ENSMUSG00000064043	15.924	33.538	7.815	22.691	5.934	25.179	17.873	10.446	38.534	37.218	7.442	2.342	24.444	41.708	27.02
ENSMUST00000190080	ENSMUST00000190080	ENSMUSG00000064043	101.34	204.264	104.279	139.077	84.91	163.316	108.99	66.044	265.714	169.83	90.987	145.084	93.021	119.845	115.992
ENSMUST00000191153	ENSMUST00000191153	ENSMUSG00000064043	31.946	39.54	21.371	30.609	27.488	38.093	17.092	0	15.147	67.66	48.892	49.254	34.39	44.967	22.557
ENSMUST00000188730	ENSMUST00000188730	ENSMUSG00000064043	0	0	0	0	2.78	11.448	7.075	28.89	22.664	5.385	2.837	0	0	0	0
ENSMUST00020183366	ENSMUST00020183366	ENSMUSG00002076233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000190020	ENSMUST00000190020	ENSMUSG00000064043	20.79	68.657	28.536	20.623	23.888	30.965	38.97	25.62	36.94	55.906	5.841	42.319	21.146	22.48	23.431
ENSMUST00000120737	ENSMUST00000120737	ENSMUSG00000034729	267.925	291.501	178.618	355.706	227.318	215.382	303.044	223.424	153.47	178.498	215.423	233.513	140.592	256.235	224.724
ENSMUST00000119945	ENSMUST00000119945	ENSMUSG00000034729	222.467	321.508	195.363	294.688	307.025	278.841	255.955	213.43	207.198	219.495	137.54	325.205	94.556	257.645	201.242
ENSMUST00000135418	ENSMUST00000135418	ENSMUSG00000034729	152.913	212.692	152.301	200.586	144.261	212.419	221.943	190.905	205.119	142.531	114.427	189.742	159.824	205.102	159.928
ENSMUST00000125963	ENSMUST00000125963	ENSMUSG00000034729	0	2.438	1.216	2.602	4.175	5.485	1.243	1.19	2.559	0	0	0	0	0	0
ENSMUST00000136061	ENSMUST00000136061	ENSMUSG00000034729	5.417	4.038	1.208	3.899	10.963	8.7	5.603	12.115	0	5.231	7.759	5.616	8.051	3.955	8.278
ENSMUST00000060752	ENSMUST00000060752	ENSMUSG00000034729	0	0	0	4.275	11.023	0	0	0	0	0	0	0	0	0	0
ENSMUST00000119841	ENSMUST00000119841	ENSMUSG00000034729	0	0	0	0	0	0	0	0	0	0	0	0	0	12.185	0
ENSMUST00000143725	ENSMUST00000143725	ENSMUSG00000034729	0	0	0	0	0	0	2.024	0	0	0	0	4.035	0	0	0
ENSMUST00000154039	ENSMUST00000154039	ENSMUSG00000034729	8.17	1.572	1.351	7.245	1.755	1.671	1.467	5.699	0	12.213	0	7.335	1.883	0	1.594
ENSMUST00000141699	ENSMUST00000141699	ENSMUSG00000034729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000152497	ENSMUST00000152497	ENSMUSG00000034729	49.108	54.251	72.941	70.997	50.479	96.521	97.719	79.239	100.654	58.033	50.85	70.555	64.094	89.859	102.234
ENSMUST00000024774	ENSMUST00000024774	ENSMUSG00000023979	6.59	10	6.454	6.848	6.206	18.357	11	9.461	17.012	9.69	13.613	11.863	10.65	20.974	10.67
ENSMUST00000145462	ENSMUST00000145462	ENSMUSG00000023979	4.41	0	2.546	4.152	4.794	3.643	7	3.539	7.988	4.31	3.387	2.137	1.35	7.026	2.33
ENSMUST00000059348	ENSMUST00000059348	ENSMUSG00000023982	22	22	19	12	20	16	23	17	14	23	17	27	12	24	15
ENSMUST00000238764	ENSMUST00000238764	ENSMUSG00000118471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000177586	ENSMUST00000177586	ENSMUSG00000096361	0	0	0	1.016	0	1.042	0	0	0	1.007	0	0	2.012	0	0
ENSMUST00000061885	ENSMUST00000061885	ENSMUSG00000047150	4	8	3	0	8	3	0	3	1	1	0	1.333	0	0	2
ENSMUST00000073143	ENSMUST00000073143	ENSMUSG00000047150	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
ENSMUST00000125507	ENSMUST00000125507	ENSMUSG00000047150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000160678	ENSMUST00000160678	ENSMUSG00000047150	0	0	0	0	0	0	0	0	0	0	1	4.667	0	2	0
ENSMUST00000037701	ENSMUST00000037701	ENSMUSG00000034382	163.554	362.909	194.314	186.977	114.835	137.419	177.488	217.785	147.326	145.358	123.931	226.784	91.915	161.668	154.674
ENSMUST00000150819	ENSMUST00000150819	ENSMUSG00000034382	737.446	2588.091	1125.686	1334.023	896.165	965.581	1348.512	1431.215	941.674	722.642	913.069	1415.216	548.085	1284.332	815.326
ENSMUST00000233174	ENSMUST00000233174	ENSMUSG00000023980	9.516	14.214	5.791	10.188	12.171	3.66	8.284	13.771	11.593	6.513	1.463	13.224	0	5.403	9.975
ENSMUST00000067103	ENSMUST00000067103	ENSMUSG00000023980	514.262	656.917	453.696	545.086	500.264	717.449	744.402	564.757	699.656	554.673	403.15	709.532	498.448	578.649	477.423
ENSMUST00000233121	ENSMUST00000233121	ENSMUSG00000023980	23.235	102.135	76.298	38.58	24.023	31.132	52.859	48.184	6.851	17.861	29.571	35.72	90.317	92.288	155.872
ENSMUST00000233274	ENSMUST00000233274	ENSMUSG00000023980	92.375	105.812	93.06	101.146	82.224	110.139	126.931	89.734	114.067	89.123	66.817	87.524	89.252	106.038	73.604
ENSMUST00000233675	ENSMUST00000233675	ENSMUSG00000023980	3.612	5.923	6.155	0	1.318	2.62	12.524	2.554	3.833	3.829	0	0	5.984	3.622	3.125
ENSMUST00000182129	ENSMUST00000182129	ENSMUSG00000034165	0	4.911	0	10.414	0	0	15.684	7.253	6.198	9.566	1.884	11.852	9.459	4.265	10.563
ENSMUST00000171031	ENSMUST00000171031	ENSMUSG00000034165	23.397	26.719	79.603	0	0	9.113	0	0	31.586	76.098	0	0	0	23.339	0
ENSMUST00000183210	ENSMUST00000183210	ENSMUSG00000034165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000183044	ENSMUST00000183044	ENSMUSG00000034165	96.986	152.216	111.388	42.453	103.859	103.343	117.114	142.581	161.19	205.552	77.845	107.742	0	103.026	51.982
ENSMUST00000037333	ENSMUST00000037333	ENSMUSG00000034165	0	0	0	47.346	0	0	0	0	0	0	52.913	0	86.396	0	0
ENSMUST00000183177	ENSMUST00000183177	ENSMUSG00000034165	0	0	0	0	8.29	0	0	0	0	0	0	0	0	0	0
ENSMUST00000182848	ENSMUST00000182848	ENSMUSG00000034165	2.34	2.013	0	0	0	1.887	0	2.077	4.766	7.803	9.078	5.419	0	0	2.528
ENSMUST00000182591	ENSMUST00000182591	ENSMUSG00000034165	1.53	3.001	0	0	0	12.671	5.715	2.244	1.226	3.802	0	3.673	0	0	0
