tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000233673	ENSMUST00000233673	ENSMUSG00000097119	181.896	221.539	160.629	233.06	194.889	294.432	210.881	189.506	214.412	216.866	158.858	212.286	183.409	182.582	202.477
ENSMUST00000233323	ENSMUST00000233323	ENSMUSG00000023935	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSMUST00000233769	ENSMUST00000233769	ENSMUSG00000023935	0	0	1	0	0	0	0	1	1	3	0	0	3.605	2	0
ENSMUST00000233553	ENSMUST00000233553	ENSMUSG00000023935	0	0	0	1.582	0	1	0	0	0	0	0	0	0	0	0
ENSMUST00000024731	ENSMUST00000024731	ENSMUSG00000023935	1	0	0	1.418	0	0	0	0	0	0	0	0	1.395	0	0
ENSMUST00000233583	ENSMUST00000233583	ENSMUSG00000023935	0	0	1	0	1	2	2	1	2	1	0	2	1	2	2
ENSMUST00000095268	ENSMUST00000095268	ENSMUSG00000061242	0	2.281	2.371	4.281	5.416	2.535	6.742	0	0	0	0	2.297	2.424	4.671	8.627
ENSMUST00000024733	ENSMUST00000024733	ENSMUSG00000023938	776.658	823.171	667.585	830.873	667.069	719.435	830.407	685.757	690.226	560.659	490.296	933.126	659.285	872.287	783.574
ENSMUST00000233523	ENSMUST00000233523	ENSMUSG00000023938	3.437	1.728	1.597	0	1.625	11.297	1.544	5.65	8.724	1.702	5.998	6.051	0	11.525	1.582
ENSMUST00000233391	ENSMUST00000233391	ENSMUSG00000023938	2.309	2.238	1.165	2.378	1.106	5.44	7.071	0	0	1.142	2.205	0	3.664	4.854	1.146
ENSMUST00000232693	ENSMUST00000232693	ENSMUSG00000023938	13.597	26.862	6.653	11.749	21.2	27.828	25.978	20.593	17.05	6.497	14.501	11.823	29.051	29.335	26.698
ENSMUST00000113547	ENSMUST00000113547	ENSMUSG00000023949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233588	ENSMUST00000233588	ENSMUSG00000023949	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSMUST00000180252	ENSMUST00000180252	ENSMUSG00000096847	61	131	76	63	64	149	119	140	72	45	50	204	75	57	132
ENSMUST00000024742	ENSMUST00000024742	ENSMUSG00000023947	294.794	465.649	416.444	288.227	208.047	312.877	443.672	507.006	241.361	358.46	171.05	461.4	115.163	298.516	364.51
ENSMUST00000233929	ENSMUST00000233929	ENSMUSG00000023947	0	12.018	0	68.958	46.993	0	0	28.345	11.373	7.089	0	0	33.946	7.139	0
ENSMUST00000233379	ENSMUST00000233379	ENSMUSG00000023947	54.206	148.332	73.556	56.815	36.96	92.123	107.328	99.649	63.266	81.452	43.95	132.6	66.89	72.345	41.49
ENSMUST00000224905	ENSMUST00000224905	ENSMUSG00000037089	976.529	634.447	709.358	840.662	435.3	902.597	1120.869	805.332	440.353	576.337	618.078	990.143	638.878	1034.358	1187.169
ENSMUST00000225226	ENSMUST00000225226	ENSMUSG00000037089	5.885	12.288	0	2.178	5.728	2.71	2.859	5.898	5.234	8.399	0	2.557	9.31	0	0
ENSMUST00000226086	ENSMUST00000226086	ENSMUSG00000037089	160.023	114.009	130.242	151.566	118.81	145.753	157.552	158.746	87.172	89.931	120.118	163.411	72.633	153.829	118.677
ENSMUST00000224559	ENSMUST00000224559	ENSMUSG00000037089	33.798	37.347	49.899	0	30.607	0	0	0	0	30.07	0	0	33.602	0	0
ENSMUST00000041353	ENSMUST00000041353	ENSMUSG00000037089	0	0	0	56.728	0	33.789	52.888	49.665	29.711	0	21.939	37.75	0	68.534	41.9
ENSMUST00000233139	ENSMUST00000233139	ENSMUSG00000037089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223987	ENSMUST00000223987	ENSMUSG00000037089	677.484	955.615	683.045	716.15	862.643	820.186	692.074	690.515	685.991	763.792	704.387	1063.18	340.538	883.296	424.784
ENSMUST00000224341	ENSMUST00000224341	ENSMUSG00000037089	25.281	34.295	27.457	31.716	25.912	23.966	32.759	15.844	19.539	23.472	21.478	20.959	10.039	17.983	17.471
ENSMUST00000024739	ENSMUST00000024739	ENSMUSG00000023944	34870.951	46011.478	39251.198	50044.976	35763.888	48727.68	52795.948	54733.974	36717.168	34185.112	28818.161	58164.991	23184.98	41005.254	38845.165
ENSMUST00000145205	ENSMUST00000145205	ENSMUSG00000023944	46.522	73.134	39.154	93.072	50.897	88.133	71.911	88.786	101.787	27.911	43.59	68.129	35.771	68.728	82.259
ENSMUST00000165127	ENSMUST00000165127	ENSMUSG00000023944	0	0	0	1.62	0	0	0	0	0	0	0	0	0	1.616	0
ENSMUST00000166469	ENSMUST00000166469	ENSMUSG00000023944	102.725	141.846	101.474	161.916	135.848	127.899	116.651	175.98	72.193	99.973	54.234	114.061	90.476	115.837	117.337
ENSMUST00000146770	ENSMUST00000146770	ENSMUSG00000023944	37.02	36.696	27.577	58.534	38.84	27.421	37.523	46.9	44.543	28.88	9.011	27.076	26.449	65.73	53.119
ENSMUST00000163966	ENSMUST00000163966	ENSMUSG00000023944	1383.671	1128.426	1321.99	1463.31	1753.427	1442.679	1782.908	1742.025	989.556	893.775	992.174	1790.166	867.072	1183.395	1277.016
ENSMUST00000151306	ENSMUST00000151306	ENSMUSG00000023944	95.111	96.419	95.608	106.571	57.148	62.625	70.487	81.892	74.752	55.734	53.224	98.758	49.252	114.892	89.452
ENSMUST00000130406	ENSMUST00000130406	ENSMUSG00000023944	0	0	0	0	1.952	1.562	1.572	3.443	0	1.614	1.605	3.82	0	1.549	1.651
ENSMUST00000163492	ENSMUST00000163492	ENSMUSG00000023942	0	0	0	89.467	42.486	0	0	25.587	95.078	71.493	32.053	39.877	162.757	0	25.18
ENSMUST00000171847	ENSMUST00000171847	ENSMUSG00000023942	25.156	62.498	74.266	193.017	78.459	93.8	10.784	8.921	36.374	80.655	120.839	39.393	11.957	60.26	83.866
ENSMUST00000167692	ENSMUST00000167692	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	79.347	0	30.864
ENSMUST00000064889	ENSMUST00000064889	ENSMUSG00000023942	757.249	615.59	513.166	491.698	531.034	612.471	549.031	515.248	467.436	646.139	293.921	615.254	568.25	569.67	438.781
ENSMUST00000051574	ENSMUST00000051574	ENSMUSG00000023942	66.773	0	0	0	0	407.581	0	0	0	0	0	0	0	230.422	0
ENSMUST00000097317	ENSMUST00000097317	ENSMUSG00000023942	304.113	287.225	313.964	274.526	256.082	0	456.958	318.634	423.221	372.871	228.91	446.506	174.123	318.283	352.087
ENSMUST00000166119	ENSMUST00000166119	ENSMUSG00000023942	6.716	0	0	0	6.948	0	0	6.11	0	4.662	0	5.117	0	0	0
ENSMUST00000164769	ENSMUST00000164769	ENSMUSG00000023942	0	0	0	0	0	0	0	3.141	0	0	0	0	0	0	0
ENSMUST00000087588	ENSMUST00000087588	ENSMUSG00000067389	1	1	0	1	0	2	2	1	1	1	0	0	0	2	0
ENSMUST00000171978	ENSMUST00000171978	ENSMUSG00000023942	13.803	16.954	15.358	12.707	7.569	17.88	19.443	13.77	27.576	18.919	4.508	9.785	13.103	26.572	9.277
ENSMUST00000171081	ENSMUST00000171081	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000164217	ENSMUST00000164217	ENSMUSG00000023942	81.517	94.784	57.838	67.461	57.957	65.732	75.588	60.543	66.174	63.65	39.476	63.631	84.889	64.133	58.993
ENSMUST00000171876	ENSMUST00000171876	ENSMUSG00000023942	26.462	26.424	23.194	11.271	8.716	36.844	39.436	10.773	55.477	23.163	10.748	26.226	21.585	28.481	18.099
ENSMUST00000167748	ENSMUST00000167748	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000167863	ENSMUST00000167863	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000170425	ENSMUST00000170425	ENSMUSG00000023942	0	0	0	12.234	0	0	0	0	0	30.56	0	0	14.709	0	0
ENSMUST00000166633	ENSMUST00000166633	ENSMUSG00000023942	6.488	0	0	5.442	0	10.06	0	5.27	0	2.525	9.739	6.611	7.418	4.987	2.797
ENSMUST00000164618	ENSMUST00000164618	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000163905	ENSMUST00000163905	ENSMUSG00000023942	11.861	22.96	10.635	7.139	14.402	31.957	11.828	24.749	23.386	23.268	5.053	12.076	22.235	28.708	8.264
ENSMUST00000169729	ENSMUST00000169729	ENSMUSG00000023942	3.96	4.663	4.368	4.037	20.417	2.957	1.708	3.267	0	1.598	5.753	1.524	0	10.297	14.14
ENSMUST00000167195	ENSMUST00000167195	ENSMUSG00000023942	0	2.903	2.794	0	2.362	7.719	2.235	5.988	9.279	15.956	0	0	9.627	5.186	9.652
ENSMUST00000172301	ENSMUST00000172301	ENSMUSG00000023942	15.198	0	0	0	0	0	4.988	0	0	0	0	0	0	0	0
ENSMUST00000167332	ENSMUST00000167332	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000170488	ENSMUST00000170488	ENSMUSG00000023942	0	0	1.419	0	1.568	0	0	0	0	1.539	0	0	0	0	0
ENSMUST00000170113	ENSMUST00000170113	ENSMUSG00000023942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000168274	ENSMUST00000168274	ENSMUSG00000023942	2.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000178858	ENSMUST00000178858	ENSMUSG00000079471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUST00000169137	ENSMUST00000169137	ENSMUSG00000079471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUST00000113529	ENSMUST00000113529	ENSMUSG00000079471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000208801	ENSMUST00000208801	ENSMUSG00000079471	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUST00000083809	ENSMUST00000083809	ENSMUSG00000065743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000120717	ENSMUST00000120717	ENSMUSG00000058626	0	6	96	0	0	2	1	24	1	1	1	115	95	1	1.15
ENSMUST00000151350	ENSMUST00000151350	ENSMUSG00000058626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85
ENSMUST00000113523	ENSMUST00000113523	ENSMUSG00000036026	2159.588	2497.885	2217.347	2543.202	2570.43	2502.924	2517.329	2574.636	1985.325	1895.897	1831.351	2703.208	1542.084	3000.356	2214.316
ENSMUST00000151439	ENSMUST00000151439	ENSMUSG00000036026	12.371	26.591	10.161	29.501	30.192	35.583	27.653	26.738	20.954	25.509	19.027	32.79	21.232	39.955	24.156
ENSMUST00000156224	ENSMUST00000156224	ENSMUSG00000086472	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUST00000129177	ENSMUST00000129177	ENSMUSG00000036026	43.787	70.623	58.504	52.559	49.859	71.771	62.806	53.196	76.73	46.884	39.072	48.527	37.2	39.633	52.792
ENSMUST00000145873	ENSMUST00000145873	ENSMUSG00000036026	0	3.267	4.004	0	0	0	7.152	0	8.322	7.71	3.433	3.92	0	0	0
ENSMUST00000156254	ENSMUST00000156254	ENSMUSG00000036026	0	0	6.502	0	0	0	17.109	0	6.72	0	3.867	0	0	0	19.342
ENSMUST00000133741	ENSMUST00000133741	ENSMUSG00000036026	0	0	0	10.316	0	10.056	0	0	0	0	0	10.554	6.939	8.719	0
ENSMUST00000127065	ENSMUST00000127065	ENSMUSG00000036026	2.254	27.634	24.929	0	0	8.666	5.951	16.512	17.95	0	8.718	0	18.544	14.337	16.395
ENSMUST00000143907	ENSMUST00000143907	ENSMUSG00000036026	0	0	3.553	1.422	9.52	0	0	4.918	0	0	1.532	0	0	0	0
ENSMUST00000131089	ENSMUST00000131089	ENSMUSG00000036026	1	1	0	0	0	0	0	0	0	0	0	2	0	3	0
ENSMUST00000024734	ENSMUST00000024734	ENSMUSG00000023939	584.245	601.807	530.543	463.017	329.634	583.669	544.859	453.99	417.879	506.716	426.266	650.21	444.641	574.665	470.201
ENSMUST00000149040	ENSMUST00000149040	ENSMUSG00000023939	9.755	5.193	7.457	9.464	3.295	13.898	3.141	5.297	7.31	4.284	9.401	9.79	6.359	6.238	2.125
ENSMUST00000148537	ENSMUST00000148537	ENSMUSG00000023939	0	0	0	53.519	107.071	11.433	0	19.713	26.812	0	6.333	0	0	23.097	37.673
ENSMUST00000233108	ENSMUST00000233108	ENSMUSG00000094690	0	0	0	1	1	0	0	0	0	0	0.5	0	0.5	0.5	0
ENSMUST00000178179	ENSMUST00000178179	ENSMUSG00000094690	0	0	0	1	1	0	0	0	0	0	0.5	0	0.5	0.5	0
ENSMUST00000180558	ENSMUST00000180558	ENSMUSG00000097727	1	4.692	3.485	8.309	0	4.565	3	2.14	1.054	2.527	2.209	0	1.055	1.072	6
ENSMUST00000180519	ENSMUST00000180519	ENSMUSG00000097727	6	0	4.123	5.171	3	5.175	3	3	1	2.473	3.136	2.092	3	4.407	5
ENSMUST00000233473	ENSMUST00000233473	ENSMUSG00000097727	0	2.308	5.393	3.521	4	4.26	0	2.86	2.946	0	3.655	3.908	2.945	1.521	2
ENSMUST00000233237	ENSMUST00000233237	ENSMUSG00000117139	2	8	2	3	0	3	3	2	1	0	3	3	1	4	1
ENSMUST00000233801	ENSMUST00000233801	ENSMUSG00000117085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233085	ENSMUST00000233085	ENSMUSG00000117048	6	5	10	9	11	14	14	7	1	3	7	6	7	9	14
ENSMUST00000233512	ENSMUST00000233512	ENSMUSG00000117040	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUST00000024747	ENSMUST00000024747	ENSMUSG00000023951	115.178	102.657	202.035	182.815	30.454	66.963	141.897	67.592	153.39	92.851	34.581	102.768	25.341	62.636	127.514
ENSMUST00000071648	ENSMUST00000071648	ENSMUSG00000023951	990.253	1362.223	996.526	1296.517	827.237	1011.773	983.007	1202.09	794.333	570.264	665.786	896.995	695.603	1300.679	779.8
ENSMUST00000150327	ENSMUST00000150327	ENSMUSG00000023951	63.401	123.661	131.231	117.44	108.924	127.236	115.48	114.296	83.361	55.474	66.022	97.346	41.611	122.737	88.829
ENSMUST00000142351	ENSMUST00000142351	ENSMUSG00000023951	75.632	77.336	135.522	44.483	99.218	57.889	49.982	79.01	68.352	7.18	0	63.836	77.159	40.46	83.207
ENSMUST00000133605	ENSMUST00000133605	ENSMUSG00000023951	2.688	2.89	11.305	10.941	6.208	23.252	12.468	21.593	13.469	18.039	39.091	22.318	19.236	48.55	19.847
ENSMUST00000143985	ENSMUST00000143985	ENSMUSG00000023951	2.868	8.048	12.97	6.523	10.953	6.666	11.483	17.031	1.371	8.716	0	9.66	1.344	6.117	6.182
ENSMUST00000113520	ENSMUST00000113520	ENSMUSG00000023951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000142321	ENSMUST00000142321	ENSMUSG00000023951	0	0	0	0	0	0	0	0	0	1.501	5.951	0	0	14.418	0
ENSMUST00000113519	ENSMUST00000113519	ENSMUSG00000023951	0	0	0	0	14.389	0	4.773	0	0	14.592	0	0	0	14.145	0
ENSMUST00000146149	ENSMUST00000146149	ENSMUSG00000023951	5.98	17.184	18.411	9.281	8.617	24.221	21.911	17.387	9.725	10.383	12.569	23.076	28.706	29.258	15.621
ENSMUST00000233284	ENSMUST00000233284	ENSMUSG00000117287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233497	ENSMUST00000233497	ENSMUSG00000117109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000024763	ENSMUST00000024763	ENSMUSG00000023967	776.924	880.663	710.279	871.423	774.989	784.601	931.135	700.997	649.631	581.328	593.237	935.945	481.234	838.75	637.222
ENSMUST00000131943	ENSMUST00000131943	ENSMUSG00000023967	4.265	23.409	12.028	10.029	14.935	15.852	8.386	11.879	5.775	10.868	7.312	10.506	13.65	19.26	6.214
ENSMUST00000123646	ENSMUST00000123646	ENSMUSG00000023967	0	0	0	4.271	0	18.682	0	0	0	0	2.637	0	0	0	0
ENSMUST00000148581	ENSMUST00000148581	ENSMUSG00000023966	1.089	0	0	0	2.757	0	2.23	0	0	0	0	1.159	1.085	2.529	0
ENSMUST00000134237	ENSMUST00000134237	ENSMUSG00000023967	10.688	20.026	5.59	26.79	12.844	9.666	17.175	19.843	15.451	1.535	13.202	5.926	8.694	26.78	10.93
ENSMUST00000147672	ENSMUST00000147672	ENSMUSG00000023967	41.141	74.902	41.555	64.94	55.362	68.228	78.714	39.694	49.658	54.822	29.149	46.547	52.816	60.785	61.052
ENSMUST00000146255	ENSMUST00000146255	ENSMUSG00000023967	3.982	0	1.547	1.548	3.87	7.971	1.59	1.586	3.484	1.447	1.462	5.077	3.606	3.425	1.582
ENSMUST00000024762	ENSMUST00000024762	ENSMUSG00000023966	71.911	46.937	49.962	45.98	59.169	72.946	70.733	65.925	64.897	71	51.953	87.81	72.849	58.427	66.496
ENSMUST00000152354	ENSMUST00000152354	ENSMUSG00000023966	0	1.063	1.038	1.02	1.075	1.054	1.037	2.075	5.103	0	2.047	1.031	2.066	1.044	6.504
ENSMUST00000171172	ENSMUST00000171172	ENSMUSG00000034509	381	488	366	398	369	427	490	467	374	366	331	550	274	501	355
ENSMUST00000169383	ENSMUST00000169383	ENSMUSG00000023952	74.794	262.318	70.231	82.871	47.369	63.233	107.88	205.151	13.33	77.2	37.47	124.825	13.75	100.489	17.093
ENSMUST00000024748	ENSMUST00000024748	ENSMUSG00000023952	1983.39	3046.44	1930.791	2106.971	1993.588	2859.498	3007.184	3001.039	2583.186	2201.049	1568.364	3022.153	1774.437	2851.708	2244.177
ENSMUST00000164338	ENSMUST00000164338	ENSMUSG00000023952	0	1.283	0	0	1.116	1.21	0	0	2.789	0	0	0	0	0	0
ENSMUST00000172170	ENSMUST00000172170	ENSMUSG00000023952	25.089	72.506	44.402	73.986	20.527	79.534	112.287	52.445	91.365	10.084	105.219	68.258	9.625	41.941	38.787
ENSMUST00000166563	ENSMUST00000166563	ENSMUSG00000023952	0	0	0	1.23	0	0	1.358	1.343	1.478	0	0	0	0	0	0
ENSMUST00000165686	ENSMUST00000165686	ENSMUSG00000023952	83.833	125.905	93.685	70.653	93.729	178.459	166.932	131.002	122.425	93.325	83.361	125.81	88.849	119.304	88.641
ENSMUST00000171901	ENSMUST00000171901	ENSMUSG00000023952	21.379	33.109	14.256	12.562	15.646	18.469	32.306	32.266	20.157	13.194	12.955	17.625	12.366	30.201	14.095
ENSMUST00000167404	ENSMUST00000167404	ENSMUSG00000023952	51.126	108.712	83.147	74.053	53.769	125.566	142.958	104.959	117.672	69.084	52.526	81.527	67.45	101.446	76.605
ENSMUST00000169955	ENSMUST00000169955	ENSMUSG00000023952	14.406	41.145	29.061	6.202	5.573	4.308	31.262	17.923	0	0	0	19.708	3.346	15.643	0
ENSMUST00000169918	ENSMUST00000169918	ENSMUSG00000023952	86.755	150.77	99.963	86.884	91.234	213.225	201.694	151.201	143.057	93.51	115.795	148.853	136.018	172.686	130.453
ENSMUST00000169778	ENSMUST00000169778	ENSMUSG00000023952	56.24	60.934	48.002	68.964	84.123	83.417	82.205	93.448	70.161	51.149	31.449	66.347	39.446	94.039	83.582
ENSMUST00000163941	ENSMUST00000163941	ENSMUSG00000023952	44.96	68.531	47.379	72.142	47.667	90.583	123.135	90.49	95.368	46.798	36.577	70.928	60.941	72.695	62.457
ENSMUST00000166252	ENSMUST00000166252	ENSMUSG00000023952	15.531	19.542	11.462	12.106	10.724	7.546	23.545	19.929	10.438	16.344	13.324	23.071	4.171	15.709	9.423
ENSMUST00000169798	ENSMUST00000169798	ENSMUSG00000023952	33.423	64.437	31.722	47.399	28.793	84.798	63.61	55.907	81.68	47.536	30.697	44.991	50.482	58.311	36.773
ENSMUST00000167681	ENSMUST00000167681	ENSMUSG00000023952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.783
ENSMUST00000166701	ENSMUST00000166701	ENSMUSG00000023952	55.268	92.492	82.213	68.646	48.851	167.769	147.06	177.424	159.842	56.288	90.501	130.001	70.728	139.92	82.579
ENSMUST00000166663	ENSMUST00000166663	ENSMUSG00000023952	19.805	50.877	48.685	14.334	42.292	34.383	26.586	32.472	49.052	15.438	47.762	27.904	21.393	21.909	28.55
ENSMUST00000024749	ENSMUST00000024749	ENSMUSG00000023953	732.853	827.201	746.13	746.337	634.335	706.987	855.225	611.656	553.428	578.252	429.555	648.682	476.722	728.852	668.004
ENSMUST00000233438	ENSMUST00000233438	ENSMUSG00000023953	49.588	57.08	51.475	30.291	68.888	84.032	57.549	6.995	57.146	61.215	22.316	94.89	82.893	61.992	50.499
ENSMUST00000233924	ENSMUST00000233924	ENSMUSG00000023953	21.558	40.719	35.396	53.24	36.778	56.98	64.226	29.349	38.426	37.533	27.129	33.428	25.385	55.156	35.496
ENSMUST00000087031	ENSMUST00000087031	ENSMUSG00000067150	2619.777	2859.197	2299.41	2722.112	2225.302	2304.703	3306.315	2520.725	2010.765	1755.882	1700.683	3198.053	1471.635	2559.686	2521.571
ENSMUST00000233340	ENSMUST00000233340	ENSMUSG00000067150	78.772	110.129	66.753	94.226	87.376	91.651	110.899	105.152	109.769	64.114	69.51	81.643	61.664	114.357	87.8
ENSMUST00000232971	ENSMUST00000232971	ENSMUSG00000067150	22.452	34.674	13.838	9.661	29.321	19.646	25.786	14.124	10.466	14.004	19.807	19.304	42.701	22.957	26.629
ENSMUST00000102187	ENSMUST00000102187	ENSMUSG00000076141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000239801	ENSMUST00000239801	ENSMUSG00000118813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000087026	ENSMUST00000087026	ENSMUSG00000067148	1252.264	1392.811	1200.288	1229.564	980.356	1521.24	1416.159	1063.176	1027.791	1117.846	1021.895	1598.967	940.571	1291.811	1064.461
ENSMUST00000124655	ENSMUST00000124655	ENSMUSG00000067148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000152583	ENSMUST00000152583	ENSMUSG00000067148	6.884	11.999	0	19.153	7.298	7.579	7.786	15.438	9.237	2.792	0	13.731	3.216	2.989	0
ENSMUST00000142706	ENSMUST00000142706	ENSMUSG00000067148	0	0	15.109	10.079	0	7.422	7.746	0	0	6.304	6.045	22.189	18.468	11.266	0
ENSMUST00000173349	ENSMUST00000173349	ENSMUSG00000067148	0	6.777	10.052	0	3.69	2.906	4.469	2.915	0	0	0	3.086	0	2.743	3.367
ENSMUST00000173232	ENSMUST00000173232	ENSMUSG00000067148	14.122	0	3.896	0	0	0	0	0	0	0	1.882	15.632	0	0	0
ENSMUST00000174392	ENSMUST00000174392	ENSMUSG00000067148	16.106	20.843	12.451	13.844	17.589	24.369	18.46	12.838	23.69	22.996	11.836	17.167	16.548	24.796	20.195
ENSMUST00000124126	ENSMUST00000124126	ENSMUSG00000067148	6.623	8.571	2.204	7.359	1.067	6.484	5.38	10.633	5.281	1.062	7.342	3.228	3.197	7.395	10.977
ENSMUST00000095263	ENSMUST00000095263	ENSMUSG00000071074	563.199	601.915	538.92	592.698	371.652	649.696	493.523	573.981	512.966	406.42	580.127	837.428	597.004	766.729	476.711
ENSMUST00000123311	ENSMUST00000123311	ENSMUSG00000071074	0	31.286	0	0	40.515	0	0	44.084	4.98	0	0	0	0	0	0
ENSMUST00000151488	ENSMUST00000151488	ENSMUSG00000071074	284.734	342.323	203.2	325.052	435.097	526.236	349.274	404.469	383.286	306.568	323.417	498.45	211.248	446.82	332.4
ENSMUST00000127378	ENSMUST00000127378	ENSMUSG00000071074	0	10.083	9.403	0	0	25.413	4.857	0	19.147	6.846	0	4.757	11.259	0	0
ENSMUST00000145371	ENSMUST00000145371	ENSMUSG00000071074	4.067	13.394	14.477	9.249	13.736	13.655	17.345	10.467	18.621	5.167	12.456	12.365	9.488	15.451	14.889
ENSMUST00000149989	ENSMUST00000149989	ENSMUSG00000071074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000233692	ENSMUST00000233692	ENSMUSG00000071073	8.941	2.059	19	14.117	2.063	10.484	0	0	18.281	16.13	15.689	16.403	8.02	15.354	8.653
ENSMUST00000233341	ENSMUST00000233341	ENSMUSG00000071073	2.059	4.828	0	7.883	0	9.401	8.717	0	8.719	7.87	3.311	4.597	4.231	7.646	3.94
ENSMUST00000233543	ENSMUST00000233543	ENSMUSG00000071073	0	0	0	0	0	5.115	0	6.023	0	0	0	0	0	0	3.407
ENSMUST00000095262	ENSMUST00000095262	ENSMUSG00000071073	0	8.113	0	0	8.937	0	13.283	3.977	0	0	0	0	7.749	0	0
ENSMUST00000180283	ENSMUST00000180283	ENSMUSG00000012296	0	0	127.493	0	0	28.504	0	0	0	0	0	24.189	0	0	0
ENSMUST00000012440	ENSMUST00000012440	ENSMUSG00000012296	183.463	291.439	118.978	301.031	208.761	244.613	261.547	221.113	233.411	122.146	134.087	246.215	152.877	244.502	276.341
ENSMUST00000225413	ENSMUST00000225413	ENSMUSG00000012296	4.638	5.722	6.711	6.458	0	11.397	0	0	0	17.432	0	0	0	0	35.27
ENSMUST00000164342	ENSMUST00000164342	ENSMUSG00000012296	171.899	397.203	112.638	183.359	198.876	203.568	263.959	249.473	190.307	266.921	163.194	231.954	158.09	326.896	174.979
ENSMUST00000225080	ENSMUST00000225080	ENSMUSG00000012296	0	0	35.812	18.395	0	40.514	0	0	19.864	0	0	38.304	0	0	0
ENSMUST00000224404	ENSMUST00000224404	ENSMUSG00000012296	17.109	28.812	30.206	25.641	14.149	22.967	22.068	20.529	26.874	4.287	20.255	28.289	18.351	17.825	26.375
ENSMUST00000225943	ENSMUST00000225943	ENSMUSG00000012296	0	7.436	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000225359	ENSMUST00000225359	ENSMUSG00000012296	11.665	22.482	28.666	18.08	12.922	21.163	12.867	24.618	13.031	15.17	7.872	28.229	13.112	24.606	20.142
ENSMUST00000225288	ENSMUST00000225288	ENSMUSG00000012296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000224055	ENSMUST00000224055	ENSMUSG00000012296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000225915	ENSMUST00000225915	ENSMUSG00000012296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000224230	ENSMUST00000224230	ENSMUSG00000012296	5.346	15.806	8.105	6.417	7.261	18.056	10.257	19.74	11.208	10.326	8.495	12.02	6.963	13.754	8.734
ENSMUST00000224696	ENSMUST00000224696	ENSMUSG00000012296	15	20.364	12.353	10.216	7.339	13.32	22.341	12.443	16.469	11.157	7.182	9.165	9.38	6.176	8.361
ENSMUST00000224901	ENSMUST00000224901	ENSMUSG00000012296	5.764	10.684	5.862	11.138	3.288	4.233	1.264	6.651	4.673	1.132	5.465	15.029	7.226	5.84	15.281
ENSMUST00000224090	ENSMUST00000224090	ENSMUSG00000012296	26.116	26.052	31.176	11.265	43.403	18.665	34.697	25.432	25.163	22.429	14.449	32.607	0	44.401	25.518
ENSMUST00000225741	ENSMUST00000225741	ENSMUSG00000012296	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000224445	ENSMUST00000224445	ENSMUSG00000012296	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
