gene_id	gene_name	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUSG00000083957	Gm12742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083958	Gm12601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083960	Gm4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083961	Gm13725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083962	Gm15707	0	0	0	0	0	0	0	0	0	0	0	1.91496570544724	0	0	0
ENSMUSG00000083963	Gm15203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083964	Gm14122	9.43847537806382	10.2345321623874	7.54001984136719	6.21134077285579	13.3987811888023	13.4075468836496	15.2192051583206	7.6813137966078	6.75151685772477	8.82156007972173	13.7303536015888	5.01600233015891	11.5405437145641	15.7191558698957	7.04000622089724
ENSMUSG00000083966	Gm13482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083967	Gm15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083969	Olfr1050-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083970	Gm15081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083971	Gm5943	0	0	0	0	3.08655031642145	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083972	Gm14802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083973	Gm13459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083974	Gm16053	0	19.4169533684268	31.912327723631	0	33.0617776835953	0	0	17.0915178496797	0	0	0	0	0	17.9770911272994	0
ENSMUSG00000083975	Gm14215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083976	Gm13664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083977	Mageb8-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083978	Gm5060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083979	Gm12527	4.7916256921752	5.13717336630778	0	10.0624532475691	2.26361589377231	2.44441040044469	12.4737546984219	2.30866260154542	2.66188200655442	2.60529524805631	0	7.94099986914375	2.32317406919115	2.36311779350542	9.12954507573025
ENSMUSG00000083981	Gm15363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083982	Gm14650	0	1.41766121377256	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083983	Gm12375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083985	Gm12468	0	0	0	0	0	0	0	0	0	0	3.84724817718679	0	3.8528325891939	0	0
ENSMUSG00000083986	Gm12213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083987	Gm15311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083988	Rps10-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083989	Gm12607	0	0	0	0	0	0	6.06843105869823	0	0	0	0	0	0	0	0
ENSMUSG00000083990	Gm12101	0	4.52214763697006	0	0	0	0	0	0	0	4.59805492981754	0	0	0	0	4.0061436597812
ENSMUSG00000083991	Gm11618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083992	Gm11478	74.2695562065147	148.190092902883	71.0906146138676	157.066392129295	113.154151636375	117.076264801193	144.719972881251	112.33478379951	75.9359070673231	81.6043282853367	48.8575708296178	131.673598117303	53.47960373796	106.598674755258	101.13012479539
ENSMUSG00000083993	Gm14398	0	0	0	0	1.73003741057893	0	0	0.679695641723335	0	0	0	0	0	1.04829405285083	1.33499059767822
ENSMUSG00000083994	Gm16465	0	0	0	0.625875739319723	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083995	Gm12808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083996	Gm11649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083997	Gm12920	0	0	0.845674873628037	0	0	0	0	0	0	0	0	0	0	0	0
