ID,Description,n,setSize,percent,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,core_enrichment
GO:0031594,neuromuscular junction,34,84,40.476190476190474,-0.43176405114544464,-1.6902800120654564,0.0019033582916643042,0.020302488444419245,0.013994388715426541,4564,Adora3/Hdac4/Itga7/Apbb1/Prkar1a/Tbc1d24/Dlgap4/Prkcq/Vamp1/Syp/Cib2/Syt2/Snta1/Lama2/Ache/Dlg4/Psen2/Lama4/Utrn/Col4a5/Myh10/Musk/Tuba1a/Fchsd2/Unc13c/Lrp4/Psen1/Pdzrn3/Lamb2/P2rx7/F2r/Cdk5r1/Ptn/Fchsd1
GO:0022624,proteasome accessory complex,18,25,72,0.7132677390692752,2.078811377475983,0.001970680308099751,0.020402337307385658,0.014063213963374382,3730,Psmd14/Psmd13/Psmd1/Psme3/Psmd11/Psmc4/Psmd12/Psmc1/Psmd9/Psmc2/Psmd8/Psmc3/Psmc6/Psmd6/Psmd5/Psmd3/Sem1/Adrm1
GO:0030687,"preribosome, large subunit precursor",17,25,68,0.7491257680301444,2.1833192284478864,0.001970680308099751,0.020402337307385658,0.014063213963374382,2432,Noc2l/Ftsj3/Pes1/Mak16/Rrp15/Wdr74/Rpf1/Eif6/Nip7/Ebna1bp2/Wdr12/Bop1/Ppan/Mrto4/Nsa2/Las1l/Rrs1
GO:0031080,nuclear pore outer ring,10,10,100,0.8776659739691567,2.073043627356436,0.0020570138587227525,0.020987503717982865,0.014466565810391897,2247,Nup107/Nup133/Nup43/Nup37/Nup98/Seh1l/Nup160/Nup85/Ahctf1/Sec13
GO:0034364,high-density lipoprotein particle,9,24,37.5,-0.6010395380613854,-1.775332414326908,0.0021737168328539503,0.0218613807189883,0.015068924209709338,3699,Apoa2/Saa1/Pltp/Saa2/Apol7e/Lcat/Pla2g7/Apol7c/Apoe
GO:0000314,organellar small ribosomal subunit,23,30,76.66666666666667,0.7592716683636257,2.335724916195197,0.002253258491435121,0.022031860805143407,0.01518643515426302,3307,Mrps34/Mrps26/Mrps22/Mrps2/Mrps35/Mrps18b/Mrps7/Mrps27/Mrps28/Mrps24/Mrps18c/Mrps17/Mrps12/Mrps15/Mrps23/Mrps18a/Mrps5/Mrps14/Mrps9/Mrps21/Mrps10/Mrpl42/Mrps16
GO:0005763,mitochondrial small ribosomal subunit,23,30,76.66666666666667,0.7592716683636257,2.335724916195197,0.002253258491435121,0.022031860805143407,0.01518643515426302,3307,Mrps34/Mrps26/Mrps22/Mrps2/Mrps35/Mrps18b/Mrps7/Mrps27/Mrps28/Mrps24/Mrps18c/Mrps17/Mrps12/Mrps15/Mrps23/Mrps18a/Mrps5/Mrps14/Mrps9/Mrps21/Mrps10/Mrpl42/Mrps16
GO:0071007,U2-type catalytic step 2 spliceosome,21,30,70,0.7036369363845539,2.1645774401285327,0.0024201635805869573,0.023051346292272946,0.015889160647036223,3403,Snrpa1/Snrnp40/Snrpe/Eftud2/Prpf19/Snrpf/Cwc22/Prpf8/Snrpd1/Plrg1/Snrpg/Ppie/Bcas2/Ppil1/Snrpd3/Snrpb/Snrpd2/Cwc15/Bud31/Snrpb2/Snw1
GO:0001650,fibrillar center,59,136,43.38235294117647,0.5333809458845327,2.138454665789635,0.002423709602567499,0.023051346292272946,0.015889160647036223,3609,Acaca/Wdr43/Nop56/Pak6/Mtdh/Nufip1/Dkc1/Orc6/Nop58/Nolc1/Stn1/Smarca5/Dsn1/Rnmt/Utp4/Prmt7/Ncl/Pafah1b2/Eif3l/Cc2d1a/Taf4b/Rpp38/Cdca7l/Heatr1/Chchd1/Polr1e/Fam111a/Imp4/Ddx46/Cd3eap/Plrg1/Smug1/Nhej1/Ankrd1/Cd2ap/Mri1/Gar1/Leo1/Fbl/Urb1/Specc1/Rreb1/Trim27/Rps6ka6/Utp15/Mrpl23/Btbd10/Rae1/Smarcb1/Tcof1/Timm44/Dclre1a/Klf6/Snrpb2/Ptpn13/Ezr/Timm13/Sumo1/Ube2n
GO:0005684,U2-type spliceosomal complex,57,92,61.95652173913043,0.5959128523996843,2.277345780015882,0.0024557542214779416,0.023051346292272946,0.015889160647036223,3970,Lsm3/Snu13/Snrpa1/Eif4a3/Lsm4/Prpf40a/Sf3a2/Snrnp40/Wbp4/Rbmx2/Smu1/Isy1/Snrpe/Eftud2/Lsm5/Sf3b6/Sf3a3/Sart1/Prpf19/Cwc27/Snrpf/Lsm6/Lsm2/Prpf31/Cwc22/Phf5a/Lsm7/Sf3b3/Prpf8/Snrpd1/Rbm8a/Plrg1/Snrpg/Ppie/U2af2/Htatsf1/Bcas2/Ppil1/Dhx15/Snrpd3/Prpf38a/Snrpb/Snrpd2/Cwc15/Sf3b5/Bud31/Yju2/Snip1/Sf3a1/Snrpb2/Snw1/Rnf113a1/Bud13/Sf3b4/Magohb/Prpf4/Lsm8
GO:0044754,autolysosome,9,13,69.23076923076923,-0.7187942779461809,-1.8191496688363529,0.0025581886838879904,0.02369690570338349,0.016334141042553513,4132,Plekhm1/Pik3c3/Ncoa4/Sqstm1/Map1lc3a/Ftl1/Fth1/Cln3/Map1lc3b
GO:1905369,endopeptidase complex,43,69,62.31884057971014,0.6620272599809474,2.4009680116989522,0.002659333346174767,0.024313904879312155,0.01675943503194214,3730,Usp14/Psmd14/Psmd13/Psmd1/Rad23b/Psma3/Psma2/Psme3/Psmd11/Psmc4/Psmd12/Psmb2/Uchl5/Psmb7/Psmb6/Psmc1/Psmd9/Psma6/Psma1/Psmc2/Psma4/Psmd8/Txnl1/Psmc3/Psmf1/Psmc6/Ide/Psme4/Ubqln1/Psmb5/Pigu/Psmb3/Psma7/Psmd6/Psmb1/Psmd5/Pigt/Rad23a/Psmd3/Vcp/Psma5/Sem1/Adrm1
GO:0043240,Fanconi anaemia nuclear complex,8,14,57.14285714285714,0.7262157090627352,1.853005108264532,0.0027138618375622853,0.024494342739023702,0.01688380981263446,2244,Fancl/Fancb/Fanca/Cenps/Fanci/Faap24/Faap100/Fancf
GO:0002080,acrosomal membrane,3,13,23.076923076923077,-0.7155500962491359,-1.8109391804659012,0.002788998531281838,0.024853860329397643,0.017131623223463385,71,Slc2a3/Cd46/Ccdc136
GO:0030686,90S preribosome,21,28,75,0.7667324819679789,2.2956390492721046,0.003059572310517939,0.026924236332557867,0.018558721515115395,2489,Noc2l/Wdr36/Utp18/Tbl3/Pes1/Rrp7a/Nop9/Nol6/Imp3/Srfbp1/Rsl1d1/Mphosph10/Utp4/Nop14/Wdr12/Bop1/Heatr1/Imp4/Utp6/Pwp2/Noc4l
GO:0000940,outer kinetochore,11,14,78.57142857142857,0.7189019059356637,1.8343432776456436,0.003232427713293646,0.028094186545169465,0.019365161479251082,3614,Nup133/Ndc80/Ska3/Plk1/Spdl1/Ccnb1/Cenpe/Ska1/Cenpf/Ska2/Bod1
GO:0033270,paranode region of axon,8,14,57.14285714285714,-0.6926533177088801,-1.7843063733594933,0.003398505937419435,0.028272310144838785,0.019487941053783913,2,Cldn5/Cntnap1/Sptbn4/Kif13b/Sptan1/Kcna1/Sirt2/Gjc2
GO:0070069,cytochrome complex,12,25,48,0.643747061607133,1.8761940889572002,0.0034191867527106454,0.028272310144838785,0.019487941053783913,2139,Ndufa4/Cyc1/Uqcrq/Uqcrfs1/Uqcrc1/Cox10/Cox5a/Uqcrb/Cox15/Uqcr10/Cox6b1/Uqcrc2
